"concept","topic","topic_prefix","label_de","label"
"pwb242","T0705020300000000","fvg","l.3.J. - Kurs2, Ziel,Einarb.neuer Arbeitsplatz","1.3.J Course, Goal, Introduction To New Job"
"pwb241","T0705020300000000","fvg","l.3.J. - Kurs1, Ziel,Einarb.neuer Arbeitsplatz","1.3.J Course, Goal, Introduction To New Job"
"pwb233","T0705020300000000","fvg","l.3.J. - Kurs3, Ziel,Berufsumschulung","1.3.J Course, Goal, Occupational Retraining"
"pwb232","T0705020300000000","fvg","l.3.J. - Kurs2, Ziel,Berufsumschulung","1.3.J Course, Goal, Occupational Retraining"
"pwb231","T0705020300000000","fvg","l.3.J. - Kurs1, Ziel,Berufsumschulung","1.3.J Course, Goal, Occupational Retraining"
"pwb223","T0705020200000000","fvl","l.3.J. - Kurs3, Unterricht Fernlehrgang","1.3.J Course, Correspondence Course"
"pwb222","T0705020200000000","fvl","l.3.J. - Kurs2, Unterricht Fernlehrgang","1.3.J Course, Correspondence Course"
"pwb221","T0705020200000000","fvl","l.3.J. - Kurs1, Unterricht Fernlehrgang","1.3.J Course, Correspondence Course"
"pwb213","T0705020200000000","fvl","l.3.J. - Kurs3, Anz. Stunden p. Woche","1.3.J Course, No. Hours Per Week"
"pwb212","T0705020200000000","fvl","l.3.J. - Kurs2, Anz. Stunden p. Woche","1.3.J Course, No. Hours Per Week"
"pwb211","T0705020200000000","fvl","l.3.J. - Kurs1, Anz. Stunden p. Woche","1.3.J Course, No. Hours Per Week"
"pwb203","T0705020200000000","fvl","l.3.J. - Kurs3, Dauer, Monate","1.3.J Course, Length, Months"
"pwb202","T0705020200000000","fvl","l.3.J. - Kurs2, Dauer, Monate","1.3.J Course3, Length, Months"
"pwb201","T0705020200000000","fvl","l.3.J. - Kurs1, Dauer, Monate","1.3.J Course2, Length, Months"
"pwb193","T0705020200000000","fvl","l.3.J. - Kurs3, Dauer, Wochen","1.3.J Course1, Length, Weeks"
"pwb192","T0705020200000000","fvl","l.3.J. - Kurs2, Dauer, Wochen","1.3.J Course2, Length, Weeks"
"pwb191","T0705020200000000","fvl","l.3.J. - Kurs1, Dauer, Wochen","1.3.J Course1, Length, Weeks"
"pwb183","T0705020200000000","fvl","l.3.J. - Kurs3, Dauer, Tage","1.3.J Course3, Length, Days"
"pwb182","T0705020200000000","fvl","l.3.J. - Kurs2, Dauer, Tage","1.3.J Course2, Length, Days"
"pwb181","T0705020200000000","fvl","l.3.J. - Kurs1, Dauer, Tage","1.3.J Course1, Length, Days"
"pwb173","T0705020100000000","fvn","l.3.J. - Kurs3, Beginn, Monat","1.3.J Course3, Start, month"
"pwb172","T0705020100000000","fvn","l.3.J. - Kurs2, Beginn, Monat","1.3.J Course2, Start, month"
"pwb171","T0705020100000000","fvn","l.3.J. - Kurs1, Beginn, Monat","1.3.J Course 1, Start, month"
"pwb163","T0705020100000000","fvn","l.3.J. - Kurs3, Beginn, Jahr","1.3.J Course3, Start, Year"
"pwb162","T0705020100000000","fvn","l.3.J. - Kurs2, Beginn, Jahr","1.3.J Course2, Start, Year"
"pwb161","T0705020100000000","fvn","l.3.J. - Kurs1, Beginn, Jahr","1.3.J Course1, Start, Year"
"pwb15","T0705020100000000","fvn","l.3.J. - Zahl Kurse, Lehrgaenge","1.3.J Number Of Further Professional Education Courses"
"pwb14","T0705010000000000","fvt","l.3.J. - berufsbez. Kurse, Lehrg. besuch","1.3.J Attended Professionaly Oriented Courses"
"pwb13","T0705010000000000","fvt","l.3.J. - Fachmessen, Kongresse besucht","1.3.J Attended Professional Conventions Or Congresses"
"pwb12","T0705010000000000","fvt","l.3.J. - Fachzeitschr,-buecher gelesen","I.3.Y.-Read Technical Journal,Books"
"pwb11","T0705010000000000","fvt","Gruende NBW - Kosten oder Verdienstausf.","No Money For Further Education"
"pwb10","T0705010000000000","fvt","Gruende NBW - fehlende Zeit","Have Time For No Further Education"
"pwb09","T0705010000000000","fvt","Gruende NBW - k. Verb. d. persl. B.chanc","Cannot Improve Career Through F Education"
"pwb08","T0705010000000000","fvt","kein Interesse an Weiterbildung","None Of These, Not Interested"
"pwb07","T0705010000000000","fvt","Gruende BW - neue Gebiete kennenlernen","Become Acquainted With New Subjects"
"pwb06","T0705010000000000","fvt","Gruende BW - Aufstiegsqualifikation","Receive More Qualifications For Promotion"
"pwb05","T0705010000000000","fvt","Gruende BW - neuen Entwickl. anpassen","Adjust To Constant Changes"
"pwb04","T0705010000000000","fvt","Gruende BW - beruf. Kenntn. auffrischen","Brush Up, Reacquire Professional Skills"
"pwb03","T0705010000000000","fvt","Gruende BW - anderen Beruf umschulen","Retraining For A Different Profession"
"pwb02","T0705010000000000","fvt","Gruende BW - beruf. Abschluss nachholen","Get A Professional Degree"
"pwb01","T0701010000000000","tft","Alter Befragungsperson (65 Jahre)","Age (65 Years)"
"pwahl","T0801010000000000","vot","Teilnahme Bundestagswahl 2009","attendence Bundestag election 2009"
"pvor3","T0203030100000000","ocs","Art der Fuehrungsposition","Kind Of Leadership Position"
"pvor2","T0203030100000000","ocs","Anz. nach Anweisung arbeitender Pers.","Number Of People Supervised"
"pvor1","T0203030100000000","ocs","Anderen leitend vorgesetzt, Fuehrungspos.","Supervises Others, Leadership Position"
"pvka","T0401000000000000","fno","Verwandte k.A.","Relatives, Item Nonresponse"
"pverzu","T0803010000000000","sat","Veraenderg. Lebenszuf seit Mauerfall","Chance Of Satisfaction With Life Since Fall Of The Wall"
"pverm4","T0207010000000000","rlm","Vermittlungsgutschein Hoehe Euro","job placement voucher, value in Euro"
"pverm3","T0205010000000000","oct","War Arbeitsamt beteiligt","Was Employment Office Involved"
"pverm2","T0205010000000000","oct","Vermittlungsgutschein Hoehe Euro","job placement voucher, value in Euro"
"pverm1","T0207010000000000","rlm","Vermittlungsgutschein ja/nein","job placement voucher, yes/no"
"pverl","T0207020000000000","cex","Chancen gleichwertige Stelle zu finden","Difficulty Of Finding New Job"
"pvergl9","T0205030000000000","occ","Vergleich Nutzen berufliche Kenntnisse","Compare Use Of Professional Knowledge"
"pvergl8","T0205030000000000","occ","Vergleich Arbeitsplatzsicherheit","Compare Job Security"
"pvergl7","T0205030000000000","occ","Vergleich betriebliche Sozialleistung","Compare Social Security Benefits"
"pvergl6","T0205030000000000","occ","Vergleich Arbeitszeitregelung","Compare Working Hour Regulations"
"pvergl5","T0205030000000000","occ","Vergleich Arbeitsweglaenge","Compare Commuting"
"pvergl4","T0205030000000000","occ","Vergleich Arbeitsbelastungen","Compare Work Load"
"pvergl3","T0205030000000000","occ","Vergleich Aufstiegsmoeglichkeit","Compare Advancement Opportunities"
"pvergl2","T0205030000000000","occ","Vergleich Verdienst","Compare Earnings"
"pvergl1","T0205030000000000","occ","Vergleich Art der Taetigkeit","Compare Type Of Activity"
"pver11","T0207020000000000","cex","Aussertarifliche Gehaltserhoehung in naechsten 2 Jahren","Get Pay Raise-Expect In Next 2 Yrs"
"pver10","T0207020000000000","cex","Weiterqualifizierung in naechsten 2 Jahren","Get More Qualifctns-Expect In Next 2 Yrs"
"pver09","T0207020000000000","cex","Wechsel Vollzeit-Teilzeit in naechsten 2 Jahren","Change F-T To P-T - Expect In Next 2 Yrs"
"pver08","T0207020000000000","cex","Rente, Vorruhestand in naechsten 2 Jahren","Retire-Expect In Next 2 Yrs"
"pver07","T0207020000000000","cex","Berufl Abstieg in Betrieb in naechsten 2 Jahren","Be Demoted In Firm-Expect In Next 2 Yrs"
"pver06","T0207020000000000","cex","Erwerbstaetigkeit aufgeben in naechsten 2 Jahren","Exit Labor Force-Expect In Next 2 Yrs"
"pver05","T0207020000000000","cex","Anderer Beruf in naechsten 2 Jahren","Change Occupations-Expect In Next 2 Yrs"
"pver04","T0207020000000000","cex","Selbstaendig in naechsten 2 Jahren","Become Self-Employ-Expect In Next 2 Yrs"
"pver03","T0207020000000000","cex","Berufl Aufstieg in Betrieb in naechsten 2 Jahren","Promoted Withn Firm-Expect In Next 2 Yrs"
"pver02","T0207020000000000","cex","Arbeitsplatz verlieren in naechsten 2 Jahren","Lose Job-Expect In Next 2 Yrs"
"pver01","T0207020000000000","cex","Neue Stelle suchen in naechsten 2 Jahren","Look For New Positn-Expect In Next 2 Yrs"
"pvekno","T0302000000000000","trf","Im Vorjahr keine dieser Einkunftsarten","None Of These Income Types In Prev. Yr"
"pvek192","T0302020500000000","sup","Ehegatten-, Kindes-, Betreuungsunterhalt Betrag Vorjahr","gross amount alimony spousal/child support prev. year"
"pvek191","T0302020500000000","sup","Ehegatten-, Kindes-, Betreuungsunt. Anzahl Monate Vorjahr","months alimony spousal/child support prev. year"
"pvek19","T0302020500000000","sup","Ehegatten-, Kindes-, Betreuungsunterhalt bezogen Vorjahr","alimony spousal/child support prev. year"
"pvek182","T0302020500000000","sup","Unterhalt aus Unterhaltsvorschusskassen Betrag Vorjahr","gross amount alimony from maintenance advance fund prev. Year"
"pvek181","T0302020500000000","sup","Unterhalt aus Unterhaltsvorschusskassen Anz. Monate Vorjahr","months alimony from maintenance advance fund prev. Year"
"pvek18","T0302020500000000","sup","Unterhalt aus Unterhaltsvorschusskassen bezogen Vorjahr","alimony from maintenance advance fund prev. Year"
"pvek172","T0303020000000000","rir","Rente aus einer privaten Versicherung Betrag 02","Gross Amt Private Pension Prv. Yr"
"pvek171","T0303020000000000","rir","Rente aus einer privaten Versicherung Monate 02","Mths Of Private Pension Prev. Yr"
"pvek17","T0303020000000000","rir","Rente aus einer privaten Versicherung bezogen 02","Private Pension Jan-Dec Prv. Yr"
"pvek162","T0303010000000000","old","Betriebsrente etc Betrag 02","Gross Amt Company Pension Prv. Yr"
"pvek161","T0303010000000000","old","Betriebsrente etc Monate 02","Mths Of Company Pension Prev. Yr"
"pvek16","T0303010000000000","old","Betriebsrente etc bezogen 02","Company Pension  Jan-Dec Prv. Yr"
"pvek132","T0302020600000000","prt","Unterstuetzung ausserhalb des HH Betrag Vorjahr","Gross Amount Of Income-Persons Not In HH"
"pvek131","T0302020600000000","prt","Unterstuetzung ausserhalb des HH Anzahl Monate Vorjahr","Mths Of Income-Prsons Not In HH Prev. Yr"
"pvek13","T0302020600000000","prt","Unterstuetzung ausserhalb des HH bezogen Vorjahr","Income-Prsons Not In HH Jan-Dec Prev. Yr"
"pvek122","T0302020500000000","sup","gesetzliche Unterhaltszahlung v. frueh Ehepartn Betrag Vorjahr","Gross Amt. Alimony, C Support Prev Year"
"pvek121","T0302020500000000","sup","gesetzliche Unterhaltszahlung v. frueh Ehepartn Monate Vorjahr","Mths Of Alimony, Child Support Prev. Yr"
"pvek12","T0302020500000000","sup","gesetzliche Unterhaltszahlung v. frueh Ehepartn bez. Vorjahr","Alimony, Child Support From Ex-Partner"
"pvek112","T0301020103000000","mic","Wehr-, Zivildienstsold Betrag Vorjahr","Gross Amount Military,Com.Pay Prev. Yr"
"pvek111","T0301020103000000","mic","Wehr-, Zivildienstsold Anzahl Monate Vorjahr","Months Military,Comm Serv Pay Prev. Yr"
"pvek11","T0301020103000000","mic","Wehr-, Zivildienstsold bezogen Vorjahr","Military,Comm Serv Pay Prev. Yr"
"pvek102","T0302020400000000","bfg","BAfoeG, Stipendium Betrag Vorjahr","Gross Amount Of Student Grant"
"pvek101","T0302020400000000","bfg","BAfoeG, Stipendium Anzahl Monate Vorjahr","Mths Of Student Grant Prev. Yr"
"pvek10","T0302020400000000","bfg","BAfoeG, Stipendium bezogen Vorjahr","Student Grant Jan-Dec Prev. Yr"
"pvek092","T0302020200000000","pmc","Mutterschaftsgeld Betrag Vorjahr","Gross Amount Of Maternity Benefit"
"pvek091","T0302020200000000","pmc","Mutterschaftsgeld Anzahl Monate Vorjahr","Mths Of Maternity Benefit Prev Yr"
"pvek09","T0302020200000000","pmc","Mutterschaftsgeld bezogen Vorjahr","Maternity Benefit Jan-Dec Prev Yr"
"pvek08a","T0302020300000000","erb","Ueberg.geld etc bezogen 00","Transition Benefit Prev. Yr"
"pvek082a","T0302020300000000","erb","Ueberg.geld etc Betrag 00","Gross Amt Transition Benefit Prev. Yr"
"pvek082","T0302020100000000","ueb","Unterhaltsgeld Betrag Vorjahr","Gross Amt Edu Support, Transition Benefit Prev. Yr"
"pvek081a","T0302020300000000","erb","Ueberg.geld etc Monate 00","Mths Transition Benefit Prev. Yr"
"pvek081","T0302020100000000","ueb","Unterhaltsgeld Anzahl Monate Vorjahr","Mths Education Support, Transition Benefit Prev. Yr"
"pvek08","T0302020100000000","ueb","Unterhaltsgeld bezogen Vorjahr","Education Support, Transition Benefit Prev. Yr"
"pvek072","T0302020100000000","ueb","Arbeitslosenhilfe Betrag 04","Gross Amt Unemployment Relief Prev.Yr"
"pvek071","T0302020100000000","ueb","ALG_II Sozialgeld Anzahl Monate Vorjahr","Mths Unemployment Subsidy II, Social Subsidy Prev Yr"
"pvek07","T0302020100000000","ueb","ALG_II Sozialgeld bezogen Vorjahr","Unemployment Subsidy II, Social Subsidy Prev Yr"
"pvek062","T0302020100000000","ueb","Arbeitslosengeld Betrag Vorjahr","Gross Amt Unemployment Benefit Prev Yr"
"pvek061","T0302020100000000","ueb","Arbeitslosengeld Anzahl Monate Vorjahr","Mths Of Unemployment Benefit Prev Yr"
"pvek06","T0302020100000000","ueb","Arbeitslosengeld bezogen Vorjahr","Unemployment Benefit Jan-Dec Prev Yr"
"pvek052","T0303030000000000","wid","Witwenrente etc Betrag 02","Gross Amt Widow-Er,Orphan Benft Prv. Yr"
"pvek051","T0303030000000000","wid","Witwenrente etc Anzahl Monate Vorjahr","Mths Of Widow-Er,Orphan Benefit Prev. Yr"
"pvek05","T0303030000000000","wid","Witwenrente etc bezogen Vorjahr","Widow-Er, Orphan Benefit Jan-Dec Prv. Yr"
"pvek042","T0303010000000000","old","Altersrente etc Betrag 02","Gross Amt. O-Age, Invlid Pension Prv. Yr"
"pvek041","T0303010000000000","old","Altersrente etc Anzahl Monate Vorjahr","Mths Of Old-Age,Invalid Pension Prev. Yr"
"pvek04","T0303010000000000","old","Altersrente etc bezogen Vorjahr","Old-Age,Invalid Pension Jan-Dec Prev. Yr"
"pvek032","T0208020300000000","isj","Einkuenfte a. Nebenerwerb Betrag Vorjahr","Gross Amount Second Job Income Prev. Yr"
"pvek031","T0301020102000000","sij","Einkuenfte a. Nebenerwerb Anzahl Monate Vorjahr","Mths Of Second Job Income Prev. Yr"
"pvek03","T0301020102000000","sij","Einkuenfte a. Nebenerwerb bezogen Vorjahr","Second Job Income Jan-Dec Prev. Yr"
"pvek023","T0301020200000000","sem","Netto Einkuenfte a. selbstaendiger Taetigkeit Btr. Vorjahr","Net Amt. Of Self-Empl.Income Prv. Yr"
"pvek022","T0208020200000000","ise","Brutto Einkuenfte a. selbstaendiger Taetigkeit Btr. Vorjahr","Gross Amt. Of Self-Empl.Income Prv. Yr"
"pvek021","T0301020200000000","sem","Brutto Einkuenfte a. selbstae. Taetigk. Anzahl Mon. Vorjahr","Mths Of Self-Employment Income Prev. Yr"
"pvek02","T0301020200000000","sem","Brutto Einkuenfte a. selbstaendiger Taetigkeit bez. Vorjahr","Self-Employment Income Jan-Dec Prev. Yr"
"pvek013","T0301020100000000","wsa","Netto Lohn als Arbeitnehmer Betrag Vorjahr","Net Amount Of Wages, Salary Prev. Yr"
"pvek012","T0208020100000000","wsp","Brutto Lohn als Arbeitnehmer Betrag Vorjahr","Gross Amount Of Wages, Salary Prev. Yr"
"pvek011","T0301020100000000","wsa","Brutto Lohn als Arbeitnehmer Anzahl Monate Vorjahr","Mths Of Wages,Salary Prev. Yr"
"pvek01","T0301020100000000","wsa","Brutto Lohn als Arbeitnehmer bezogen Vorjahr","Wages, Salary Jan-Dec Prev. Yr"
"pustd8","T0204010200000000","who","Freizeitausgl tage-,stundenweise","Overtime Is Time Off"
"pustd7","T0204010200000000","who","Ueberstunden im letzten Monat, bezahlt","Hours Of Overtime Last Month Paid For"
"pustd6","T0204010200000000","who","Ueberstunden letzten Monat Anzahl","Hours Of Overtime Last Month"
"pustd5","T0204010200000000","who","Ueberstunden letzten Monat","Overtime Last Month"
"pustd4","T0204010200000000","who","Ueberstunden abgelten","Compensated For Overtime"
"pustd3","T0204020000000000","whd","Ausgleichfrist","Time Limit On Time In Lieu"
"pustd2","T0204010200000000","who","Ueberstd. in Arbeitszeitkonto","Overtime Time In Lieu"
"pustd1","T0204010200000000","who","Ueberstunden leisten","Work Overtime"
"purl8","T0204040300000000","vac","Verwendung Resturlaub Vorjahr","Use of Vacation Carried Over from prev. Year"
"purl7","T0204040300000000","vac","Uebertragung Resturlaub vom Vorjahr","Vacation Carried Over from prev.- year"
"purl6","T0204040300000000","vac","Anzahl Tage verfallener Resturlaub Vorjahr","Days of Expired Vacation prev. Year"
"purl5","T0204040300000000","vac","Resturlaub aus Vorjahr verfallen","Expired Vacation from prev. Year"
"purl4","T0204040300000000","vac","kein Urlaubsanspruch Vorjahr","No Specified Holidays prev. Year"
"purl3","T0204040300000000","vac","genommene Tage Urlaub Vorjahr","taken contracted holidays, prev. Year"
"purl2","T0204040300000000","vac","kein Urlaubsanspruch","No Specified Holidays"
"purl1","T0204040300000000","vac","Anzahl Tage jaehrlicher Urlaubsanspruch","Yearly Contracted Holidays"
"puntno2","T1003040000000000","trr","Keine solche Zahlungen erhalten","No Such Payments"
"puntno","T1003040000000000","trr","Keine Zahlung","No Payments Previous Yr"
"punt94","T1003040000000000","trr","Sonstigen Verwandte leben im Ausland","Other Relatives Live Abroad"
"punt93","T1003040000000000","trr","Sonstigen Verwandte leben in Deutschland","Other Relatives Live In Germany"
"punt92","T1003040000000000","trr","Von sonstigen Verwandten Betrag","Amount Of Payments From Other Relatives"
"punt91","T1003040000000000","trr","Von sonstigen Verwandten Zahlung","Payments From Other Relatives"
"punt84","T1003040000000000","trr","Ehepartner (auch gesch.) lebt im Ausland","Spouse (also Divorced) Lives Abroad"
"punt83","T1003040000000000","trr","Ehepartner (auch gesch.) lebt in Deutschland","Spouse (also Divorced) Lives In Germany"
"punt82","T1003040000000000","trr","Von Ehepartner (auch gesch.) Betrag","Amount From Spouse (also Divorced)"
