study,questionnaire,question,item,concept,text_de,instruction_de,text,instruction,answer_list,scale,filter,goto,description
soep-core,soep-core-2012-e2,11,bvergl2,bvergl2,,,,,bvergl2,cat,,,
soep-core,soep-core-2012-e2,11,bvergl3,bvergl3,,,,,bvergl3,cat,,,
soep-core,soep-core-2012-e2,11,bvergl4,bvergl4,,,,,bvergl4,cat,,,
soep-core,soep-core-2012-e2,12,,,"Für Eltern ist es immer ein großes Erlebnis, wenn das Kind schon wieder etwas Neues kann.
Bitte geben Sie an, welche Dinge das bei Ihrem Kind sind.",,"For parents, it is always a big event when their child learns something new. Please tell us what those new things were in your child’s case.",,,txt,,,"Researcher Notes:
Statement 1 = BSPR3
**Statement 2 = BSPR1
**Statement 3 = BSPR2
**Statement 4 = BSPR4
**Statement 5 = BSPR5
"
soep-core,soep-core-2012-e2,12,2,,Sprechen:,,Speaking:,,,txt,,,
soep-core,soep-core-2012-e2,12,bspr3,bspr3,Spricht in ganzen Sätzen (mit vier oder mehr Wörtern),,Speaks in full sentences (with four or more words),,bspr x,cat,,,
soep-core,soep-core-2012-e2,12,bspr6,bspr6,"Folgt Anweisungen, die es fünf Minuten zuvor gehört hat",,"Follows instructions, five minutes after hearing them.",,bspr x,cat,,,
soep-core,soep-core-2012-e2,12,bspr7,bspr7,"Nennt seinen Vor- und Nachnamen, wenn es danach gefragt wird",,Can state his/her first and last name if someone asks for it.,,bspr x,cat,,,
soep-core,soep-core-2012-e2,12,bspr4,bspr4,Hört in der Regel Geschichten mindestens 15 Min. aufmerksam zu,,Listens attentively to a story for 15 minutes or longer,,bspr x,cat,,,
soep-core,soep-core-2012-e2,12,bspr5,bspr5,"Überbringt einfache Nachrichten wie z.B. ""Essen ist fertig""",,Passes on simple messages such as “dinner is ready”,,bspr x,cat,,,
soep-core,soep-core-2012-e2,12,8,,Alltagsfertigkeiten:,,Everyday skills:,,,txt,,,"Researcher Notes:
Statement 1 = BALL1
**Statement 2 = BALL2
**Statement 3 = BALL3
**Statement 4 = BALL4
**Statement 5 = BALL5
"
soep-core,soep-core-2012-e2,12,ball1,ball1,"Isst selbständig mit dem Löffel, ohne zu kleckern",,"Uses a spoon to eat, without assistance and without dripping",,ball x,cat,,,
soep-core,soep-core-2012-e2,12,ball2,ball2,Putzt sich selbst die Nase,,Blows his/her nose without assistance,,ball x,cat,,,
soep-core,soep-core-2012-e2,12,ball3,ball3,"Benützt für ""großes Geschäft"" die Toilette",,Uses the toilet to do “number two”,,ball x,cat,,,
soep-core,soep-core-2012-e2,12,ball4,ball4,Zieht sich Hosen und Unterhosen selbst richtig herum an,,Put on pants and underpants the right way around,,ball x,cat,,,
soep-core,soep-core-2012-e2,12,ball5,ball5,Putzt sich selbst die Zähne,,Brushes his/her teeth without assistance,,ball x,cat,,,
soep-core,soep-core-2012-e2,12,14,,Bewegung:,,Movement:,,,txt,,,"Researcher Notes:
Statement 1 = BBEW1
**Statement 2 = BBEW3
**Statement 3 = BBEW4
**Statement 4 = BBEW5
**Statement 5 = BBEW2
"
soep-core,soep-core-2012-e2,12,bbew1,bbew1,Läuft Treppen vorwärts hinunter,,Walks forwards down the stairs,,bbew x,cat,,,
soep-core,soep-core-2012-e2,12,bbew3,bbew3,Klettert auf Klettergerüste und andere Spielgeräte,,Climbs up playground climbing equipment and other high playground structures,,bbew x,cat,,,
soep-core,soep-core-2012-e2,12,bbew4,bbew4,Schneidet mit einer Schere Papier durch,,Cuts paper with scissors,,bbew x,cat,,,
soep-core,soep-core-2012-e2,12,bbew5,bbew5,Malt auf Papier erkennbare Formen,,Paints/draws recognizable shapes on paper,,bbew x,cat,,,
soep-core,soep-core-2012-e2,12,bbew7,bbew7,"Hält Stifte richtig (nicht mit der Faust), um zu malen",,Can hold a pencil correctly,,bbew x,cat,,,
soep-core,soep-core-2012-e2,12,20,,Soziale Beziehungen:,,Social relationships,,,txt,,,"Researcher Notes:
Statement 1 = BSOZ2
**Statement 2 = BSOZ3
**Statement 3 = BSOZ4
**Statement 4 = BSOZ5
**Statement 5 = BSOZ6
"
soep-core,soep-core-2012-e2,12,bsoz2,bsoz2,Nimmt an Spielen mit anderen Kindern teil,,Participates in games with other children,,bsoz x,cat,,,
soep-core,soep-core-2012-e2,12,bsoz3,bsoz3,"Beschäftigt sich mit Rollenspielen (""tun als ob"")",,Gets involved in role-playing games (“playing pretend”),,bsoz x,cat,,,
soep-core,soep-core-2012-e2,12,bsoz4,bsoz4,Zeigt eine Vorliebe für bestimmte Spielgefährten oder Freunde,,Shows a special liking for particular playmates or friends,,bsoz x,cat,,,
soep-core,soep-core-2012-e2,12,bsoz5,bsoz5,"Benennt eigene Gefühle, z.B. ""traurig"", ""freuen"", ""Angst""",,"Is able to name his/her own feelings, e.g., “sad”, “happy”, “scared”",,bsoz x,cat,,,
soep-core,soep-core-2012-e2,12,bsoz7,bsoz7,"Wechselt sich mit anderen beim Spielen ab, ohne darum gebeten zu werden",,Takes turns when playing playing without being asked.,,bsoz x,cat,,,
soep-core,soep-core-2012-e2,13,,bdtsch1,Sprechen Sie oder andere Haushaltsmitglieder mit Ihrem Kind nur Deutsch oder auch in einer anderen Sprache?,,"
Do you or other household members speak only German to your child, or do you also speak another language to him/her?",,bdtsch1,cat,,,
soep-core,soep-core-2012-e2,13,bdtsch2,bdtsch2,[Auch / nur in anderer Sprache] und zwar:,,[Also/only other language]: ,,,int,"13;bdtsch1=2,3",,"Filter:
ASK ONLY IF Q1301 : BDTSCH1=2,3
"
soep-core,soep-core-2012-e2,Interviewer,,,Welches Datum haben wir heute?,,,,,txt,,,
soep-core,soep-core-2012-e2,Interviewer,datt,datt,Tag,,,,,int,,,
soep-core,soep-core-2012-e2,Interviewer,datm,datm,Monat,,,,,int,,,
soep-core,soep-core-2012-e2,Interviewer,listnr,listnr,Listen-Nr.,,,,,int,,,
soep-core,soep-core-2012-e2,Interviewer,lfdnr,lfdnr,Lfd. Nr.,,,,,int,,,
soep-core,soep-core-2012-e2,Interviewer,intnr,intnr,Abrechnungs-Nummer,,,,,int,,,
soep-core,soep-core-2012-e3,0,,,"Die Wissenschaft weiß vergleichsweise viel über Kinder im Schulalter, aber nur wenig über die sehr wichtige Zeit vor der Schule. In diesem kurzen Fragebogen geht es um Kinder, die im Jahr 2006 geboren wurden. Unsere Fragen beziehen sich auf Ihre persönlichen Erfahrungen und die Entwicklung Ihres Kindes. In der Regel sollte die (leibliche oder soziale) Mutter, die folgenden Fragen beantworten.
Ihre Mitarbeit ist freiwillig. 
Wir bitten Sie aber herzlich,
– unserem Mitarbeiter die Fragen zu beantworten 
– oder den Fragebogen sorgfältig selbst auszufüllen.",,,,,txt,,,
soep-core,soep-core-2012-e3,0,1,,Bitte vor Übergabe unbedingt eintragen lt. Adressenprotokoll:,,,,,txt,,,
soep-core,soep-core-2012-e3,0,hnr,hnr,Nr. des Haushalts:,,,,,int,,,
soep-core,soep-core-2012-e3,0,mname,mname,Vorname der Mutter:,Bitte in Druckbuchstaben,,,,chr,,,
soep-core,soep-core-2012-e3,0,mpnr,mpnr,Person Nr.:,,,,,int,,,
soep-core,soep-core-2012-e3,1,,,Wie heißt Ihr Kind?,Bitte in Druckbuchstaben,What’s your child's name?,Please complete using block capitals.,,txt,,,
soep-core,soep-core-2012-e3,1,cname,cname,Vorname des Kindes:,,Child’s first name,,,chr,,,
soep-core,soep-core-2012-e3,1,cpnr,cpnr,Personen Nr.:,,Person ID,,,int,,,
soep-core,soep-core-2012-e3,2,,,In welchem Jahr und Monat wurde Ihr Kind geboren?,,In what year and month was your child born?,,,txt,,,
soep-core,soep-core-2012-e3,2,cgebj,cgebj,2006,,2006,,,bin,,,
soep-core,soep-core-2012-e3,2,cgebm,cgebm,Monat,,Month,,,int,,,
soep-core,soep-core-2012-e3,3,,,"Inwieweit treffen die folgenden Aussagen auf Ihr Kind zu?
Bitte berücksichtigen Sie bei der Antwort das Verhalten Ihres Kindes in den letzten sechs Monaten.

Mein Kind ...","Antworten Sie bitte anhand der folgenden Skala:
Der Wert 1 bedeutet: trifft überhaupt nicht zu. Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.","To what extent do you agree with the following statements about your child? For each answer, think about your child’s behavior in the last six months. 
My child  …","Please answer on the following scale, where 1 means ""does not apply at all"", and 7 meaning ""applies  completely""",,txt,,,"Researcher Notes:
1 = CVER01
**2 = CVER02
**3 = CVER03
**4 = CVER04
**5 = CVER05
**6 = CVER06
**7 = CVER07
**8 = CVER08
**9 = CVER09
**10 = CVER10
**11 = CVER11
**12 = CVER12
**13 = CVER13
**14 = CVER14
**15 = CVER15
**16 = CVER16
**17 = CVER17
"
soep-core,soep-core-2012-e3,3,cver01,cver01,ist rücksichtsvoll,,is thoughtful,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver02,cver02,"ist unruhig, überaktiv, kann nicht lange stillsitzen",,"is restless, hyperactive, can’t sit still long",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver03,cver03,"teilt gerne mit anderen Kindern (Süßigkeiten, Spielzeug, Buntstifte usw.)",,"likes to share with other children (sweets, toys, crayons, etc.)",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver04,cver04,"hat oft Wutanfälle, ist aufbrausend",,"often has tantrums, is short-tempered",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver05,cver05,"ist ein Einzelgänger, spielt meist alleine",,"is a loner, usually plays alone",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver06,cver06,"ist hilfsbereit, wenn andere verletzt, krank oder betrübt sind",,"is helpful when others are hurt, sick, or sad",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver07,cver07,ist ständig zappelig,,is always fidgety,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver08,cver08,streitet sich oft mit anderen Kindern oder schikaniert sie,,often fights with or picks on other children,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver09,cver09,ist oft unglücklich oder niedergeschlagen; weint häufig,,"is often unhappy or downcast, cries a lot",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver10,cver10,ist im Allgemeinen bei anderen Kindern beliebt,,is generally well-liked by other children,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver11,cver11,"ist leicht ablenkbar, unkonzentriert",,"is easily distracted, unfocused",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver12,cver12,ist nervös oder anklammernd in neuen Situationen; verliert leicht das Selbstvertrauen,,"is nervous or clingy in new situations, easily loses self-confidence",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver13,cver13,wird von anderen gehänselt oder schikaniert,,is often teased or picked on by others,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver14,cver14,"hilft anderen oft freiwillig (Eltern, Erzieher, anderen Kindern)",,"often helps others of his/her own accord (parents, teachers, other children)",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver15,cver15,kommt besser mit Erwachsenen aus als mit anderen Kindern,,gets along better with adults than with children,,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver16,cver16,hat viele Ängste; fürchtet sich leicht,,"has a lot of fears, gets scared easily",,cver xx,cat,,,
soep-core,soep-core-2012-e3,3,cver17,cver17,führt Aufgaben zu Ende; kann sich lange konzentrieren,,"finishes what he/she starts, can concentrate for a long time",,cver xx,cat,,,
soep-core,soep-core-2012-e3,4,,,Wie sind gegenwärtig Größe und Gewicht Ihres Kindes?,,What is your child’s current height and weight?,,,txt,,,
soep-core,soep-core-2012-e3,4,cgew,cgew,Gewicht in Kilogramm,,Weight in kilograms,,,int,,,
soep-core,soep-core-2012-e3,4,cgro,cgro,Größe in cm,,Height in centimeters,,,int,,,
soep-core,soep-core-2012-e3,5,,cstor,"Ist Ihr Kind in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können?",,Is your child in any way impaired or prevented from doing things that most children of his or her age can do?,,cstor,cat,,,
soep-core,soep-core-2012-e3,6,,cges1,"Gab es bei Ihrem Kind in den letzten 12 Monaten gesundheitliche Probleme, die einen Krankenhausaufenthalt notwendig machten?",,Did your child experience health problems in the last 12 months that necessitated a hospital stay?,,cges1,cat,,,
soep-core,soep-core-2012-e3,6,cges2,cges2,und zwar: … Tage,,"Yes, … days",,,int,6;cges1=1,,"Filter:
ASK ONLY IF Q601 : CGES1=1
"
soep-core,soep-core-2012-e3,7,,carz1,Mussten Sie in den letzten 3 Monaten wegen gesundheitlicher Probleme Ihres Kindes einen Arzt aufsuchen oder rufen?,,Did you have to go to or call a doctor in the last 3 months because of your child’s health problems?,,carz1,cat,,,
soep-core,soep-core-2012-e3,7,carz2,carz2,Und zwar: … mal,,Yes: … times,,,int,7;carz1=1,,"Filter:
ASK ONLY IF Q701 : CARZ1=1
"
soep-core,soep-core-2012-e3,8,,,Ist von einem Arzt bei Ihrem Kind einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,Bitte alles Zutreffende ankreuzen!,Has your child been diagnosed by a doctor as having one of the following health conditions or impairments?,Please state all that apply!,,txt,,,"Researcher Notes:
1 = CSTOR1
**2 = CSTOR2
**3 = CSTOR3
**4 = CSTOR4
**5 = CSTOR5
**6 = CSTOR6
**7 = CSTOR7
**9 = CSTOR9
"
soep-core,soep-core-2012-e3,8,cstor1,cstor1,"Atemwegserkrankungen (Asthma, Bronchitis oder Ähnliches)",,"Respiratory disease (asthma, bronchitis or similar)",,,bin,,,
soep-core,soep-core-2012-e3,8,cstor2,cstor2,Mittelohrentzündung,,Middle-ear inflammation,,,bin,,,
soep-core,soep-core-2012-e3,8,cstor3,cstor3,Neurodermitis,,Neurodermatitis,,,bin,,,
soep-core,soep-core-2012-e3,8,cstor4,cstor4,"Fehlsichtigkeit (z.B. Kurz- bzw. Weitsichtigkeit, Schielen)",,"Vision impairment (e.g., far-sightedness, near-sightedness, crossed eyes)",,,bin,,,
soep-core,soep-core-2012-e3,8,cstor5,cstor5,Ernährungsstörung,,Nutritional disorder,,,bin,,,
soep-core,soep-core-2012-e3,8,cstor6,cstor6,"Störung der Motorik, des Bewegungsapparates",,Motor impairment (impairments of the locomotor apparatus),,,bin,,,
soep-core,soep-core-2012-e3,8,cstor7,cstor7,Sonstige Störungen / Behinderungen,,Other impairment or disorder,,,bin,,,
soep-core,soep-core-2012-e3,8,cstor9,cstor9,"Nein, nichts davon",,"No, none of the above",,,bin,,,
soep-core,soep-core-2012-e3,8,cstor8,cstor8,[Sonstige Störungen / Behinderungen] und zwar:,,[other disorders]:,,,chr,8:cstor7=1,,"Filter:
ASK ONLY IF Q801 : CSTOR X=7
"
soep-core,soep-core-2012-e3,9,,,Wie oft haben Sie oder die Hauptbetreuungsperson in den letzten 14 Tagen gemeinsam mit Ihrem Kind folgende Aktivitäten ausgeführt?,,How many times in the last 14 days have you or the main caregiver engaged in the following activities  with your child?,,,txt,,,"Researcher Notes:
Statement 1 = CAKTIV01
**Statement 2 = CAKTIV02
**Statement 3 = CAKTIV03
**Statement 4 = CAKTIV04
**Statement 5 = CAKTIV05
**Statement 6 = CAKTIV06
**Statement 7 = CAKTIV07
**Statement 8 = CAKTIV08
**Statement 9 = CAKTIV09
**Statement 10 = CAKTIV10
**Statement 11 = CAKTIV11
**Statement 12 = CAKTIV12
"
soep-core,soep-core-2012-e3,9,caktiv01,caktiv01,Auf den Spielplatz gehen,,Going to the playground,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv02,caktiv02,Aktivitäten an der frischen Luft (Spaziergänge oder ähnliches),,Activities outdoors (taking walks or similar),,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv03,caktiv03,Besuch bei anderen Familien mit Kindern,,Visiting other families with children,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv04,caktiv04,Mit dem Kind einkaufen gehen,,Going shopping with the child,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv05,caktiv05,Singen von Kinderliedern,,Singing children’s songs,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv06,caktiv06,Malen oder Basteln,,Painting or doing arts and crafts,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv07,caktiv07,"Karten-, Würfelspiele oder andere gemeinsame Spiele",,"Playing cards, board games, or other games together",,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv08,caktiv08,Zusammen Fernsehen / Video / DVD ansehen,,Watching television or videos with the child,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv09,caktiv09,Zusammen Computer-/ Internetspiele machen,,Playing computer or Internet games together,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv10,caktiv10,"Besuch Kindertheater, Zirkus, Museum, Ausstellung oder ähnliches",,"Going to children’s theater, the circus, museums, exhibitions, or similar",,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv11,caktiv11,[Geschichten vorlesen oder erzählen] in deutscher Sprache,,[Reading or telling stories] in German,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,9,caktiv12,caktiv12,[Geschichten vorlesen oder erzählen] in anderer Sprache,,[Reading or telling stories] in another language,,caktiv xx,cat,,,
soep-core,soep-core-2012-e3,10,,ctv1,"Darf Ihr Kind schon alleine, also ohne Erwachsene, Fernsehen, Video oder DVD schauen?",,"Is your child allowed to watch television or videos alone, without adult supervision?",,ctv1,cat,,,
soep-core,soep-core-2012-e3,10,ctv2,ctv2,und zwar: … Stunden pro Woche,,"Yes, … hours per week.",,,int,"10;ctv1=1,2",,"Filter:
ASK ONLY IF Q1001 : CTV1=1,2
"
soep-core,soep-core-2012-e3,11,,,"Wenn Sie einmal an eine normale Woche denken:
Gibt es außer Ihnen andere Personen oder Einrichtungen, die die Betreuung des Kindes zeitweise übernehmen?
Wenn ja, welche Personen oder Einrichtungen sind das und wie viele Stunden pro Woche übernehmen sie die Betreuung?",,"If you think about a normal week, is there anybody else who regularly spends time looking after your child? If so, who are they, and how many hours a week do they spend looking after the child?",,,txt,,,"Researcher Notes:
Statement 1 = CSIT1
**Statement 2 = CSIT2
**Statement 3 = CSIT3
**Statement 4 = CSIT4
**Statement 5 = CSIT5
**Statement 6 = CSIT6
**Statement 7 = CSIT7
**Statement 8 = CSIT8
**Statement 9 = CSIT9
"
soep-core,soep-core-2012-e3,11,csit1,csit1,(Ehe) Partner,,Spouse / Partner,,,bin,,,
soep-core,soep-core-2012-e3,11,csit2,csit2,Vater des Kindes (falls nicht im Haushalt),,The child’s father (if not a resident of the same household),,,bin,,,
soep-core,soep-core-2012-e3,11,csit3,csit3,Großeltern des Kindes,,The child’s grandparents,,,bin,,,
soep-core,soep-core-2012-e3,11,csit4,csit4,Ältere Geschwister des Kindes,,Older brother / sister of the child,,,bin,,,
soep-core,soep-core-2012-e3,11,csit5,csit5,Andere Verwandte,,Other relatives,,,bin,,,
soep-core,soep-core-2012-e3,11,csit6,csit6,Tagesmutter (außer Haus),,Paid caregiver (outside the home),,,bin,,,
soep-core,soep-core-2012-e3,11,csit7,csit7,Kinderfrau (in Ihrem Haushalt),,Paid caregiver (comes into your home),,,bin,,,
soep-core,soep-core-2012-e3,11,csit8,csit8,"Kindergarten, Kindertageseinrichtung, Hort",,"Nursery school (creche, kindergarten)",,,bin,,,
soep-core,soep-core-2012-e3,11,csit9,csit9,"Andere (z.B. Babysitter, Nachbarn)",,"Other (friends, acquaintances, neighbors, etc.)",,,bin,,,
soep-core,soep-core-2012-e3,11,csitno,csitno,"Nein, niemand",,"No, nobody",,,bin,,,
soep-core,soep-core-2012-e3,11,cstd1,cstd1,Stunden [(Ehe) Partner],,Hours [spouse / partner],,,int,11:csit1=1,,"Researcher Notes:
sinnvolles numerische Maximum

Filter:
ASK ONLY IF Q1101 : CSIT X ST=1 & SC=1
"
soep-core,soep-core-2012-e3,11,cstd2,cstd2,Stunden [Vater des Kindes (falls nicht im Haushalt)],,Hours [father (if not in the household)],,,int,11:csit2=1,,"Researcher Notes:
sinnvolles numerische Maximum

Filter:
ASK ONLY IF Q1101 : CSIT X ST=2 & SC=1
"
