concept,topic,label_de,label
_160_p_ila,ila,Freunde fuer Zufriedenh,Import.-Friends For Satisfaction
_1605_p_pen,pen,"Bezug von Rente oder Pension ja,nein",Pension
_1606_p_old,old,"A: Altersrente, Alterspension",Pension-A
_1607_p_old,old,"Bezug 1. Rente,Pension Typ A ab 19..",Start Of First Pension-A
_1608_p_old,old,"Bezug 2. Rente,Pension Typ A ab 19..",Start Of Second Pension-A
_1609_p_old,old,"B: Erwerbs-,Berufsunfaehigkeitsrente",Pension-B
_161_p_ila,ila,Einkommen fuer Zufriedenh,Import.-Income For Satisfaction
_1610_p_old,old,"Bezug 1. Rente,Pension  Typ B ab 19..",Start Of First Pension-B
_1611_p_old,old,"Bezug 2. Rente,Pension Typ B ab 19..",Start Of Second Pension-B
_1612_p_wid,wid,"C: Witwenrente,Witwenpension,Waisenrente",Pension Type-C
_1613_p_wid,wid,"Bezug Rente,Pension Typ C ab 19..",Start Of First Pension-C
_1614_p_wid,wid,"Bezug 2. Rente,Pension Typ C ab 19..",Start Of Second Pension-C
_1615_p_mtr,mtr,"Bus, Bahn, Strassenbahn",Means Of Transport To Place Of Work
_1616_p_mtr,mtr,PKW als Selbstfahrer,Means Of Transport To Place Of Work
_1617_p_mtr,mtr,"Motorrad, -roller, Mofa",Means Of Transport To Place Of Work
_1618_p_mtr,mtr,Fahrrad,Bicycle
_1619_p_mtr,mtr,groesster Teil zu Fuss,Means Of Transport To Place Of Work
_162_p_ila,ila,Wohnung fuer Zufriedenh,Import.-Housing For Satisfaction
_1620_p_tol,tol,Ort in dem Kindheit verbracht wurde,Grew Up Where
_1621_p_tol,tol,Ortswechsel seit Kindheit,Lives Now In Same Area Where Grew Up
_1622_p_ymo,ymo,Jahr des Auszugs aus der elterl. Wohnung,Year Moved Out Of Parents Home
_1623_p_ymo,ymo,Lebt noch in der elterlichen Wohnung,Still Lives With Parents
_1624_p_fhf,fhf,Anzahl Kinder,Number Of Children
_1625_p_fhf,fhf,Keine Kinder,No Children
_1626_p_fhf,fhf,Geburtsjahr 1. Kind,Birth Year Of First Child
_1627_p_fhf,fhf,Geschlecht 1. Kind,Sex Of First Child
_1628_p_fhf,fhf,1. Kind im Haushalt,First Child In Household
_1629_p_fhf,fhf,Auszugstermin 1. Kind,Date First Child Moves Out
_163_p_ila,ila,Polit Einfluss fuer Zufriedenh,Import.-Polit. Influence Satisfaction
_1630_p_fhf,fhf,Geburtsjahr 2. Kind,Birth Year Of Second Child
_1631_p_fhf,fhf,Geschlecht 2. Kind,Sex Of Second Child
_1632_p_fhf,fhf,2. Kind im Haushalt,Second Child In Household
_1633_p_fhf,fhf,Auszugstermin 2. Kind,Date Second Child Moves Out
_1634_p_fhf,fhf,Geburtsjahr 3. Kind,Birth Year Of Third Child
_1635_p_fhf,fhf,Geschlecht 3. Kind,Sex Of Third Child
_1636_p_fhf,fhf,3. Kind im Haushalt,Third Child In Household
_1637_p_fhf,fhf,Auszugstermin 3. Kind,Date Third Child Moves Out
_1638_p_fhf,fhf,Geburtsjahr 4. Kind,Birth Year Of Fourth Child
_1639_p_fhf,fhf,Geschlecht 4. Kind,Sex Of Fourth Child
_164_p_ila,ila,Berufl Erfolg fuer Zufriedenh,Import.-Career Succ. For Satisfaction
_1640_p_fhf,fhf,4. Kind im Haushalt,Fourth Child In Household
_1641_p_fhf,fhf,Auszugstermin 4. Kind,Date Fourth Child Moves Out
_1642_p_fhf,fhf,Geburtsjahr 5. Kind,Birth Year Of Fifth Child
_1643_p_fhf,fhf,Geschlecht 5. Kind,Sex Of Fifth Child
_1644_p_fhf,fhf,5. Kind im Haushalt,Fifth Child In Household
_1645_p_fhf,fhf,Auszugstermin 5. Kind,Date Fifth Child Moves Out
_1646_p_fhf,fhf,Geburtsjahr 6. Kind,Birth Year Of Sixth Child
_1647_p_fhf,fhf,Geschlecht 6. Kind,Sex Of Sixth Child
_1648_p_fhf,fhf,6. Kind im Haushalt,Sixth Child In Household
_1649_p_fhf,fhf,Auszugstermin 6. Kind,Date Sixth Child Moves Out
_165_p_ila,ila,Freizeit fuer Zufriedenh,Import.-Leisure Time For Satisfaction
_1650_p_fhf,fhf,Geburtsjahr 7. Kind,Birth Year Of Seventh Child
_1651_p_fhf,fhf,Geschlecht 7. Kind,Sex Of Seventh Child
_1652_p_fhf,fhf,7. Kind im Haushalt,Seventh Child In Household
_1653_p_fhf,fhf,Auszugstermin 7. Kind,Date Seventh Child Moves Out
_1654_p_fhf,fhf,Geburtsjahr 8. Kind,Birth Year Of Eighth Child
_1655_p_fhf,fhf,Geschlecht 8. Kind,Sex Of Eighth Child
_1656_p_fhf,fhf,8. Kind im Haushalt,Eighth Child In Household
_1657_p_fhf,fhf,Auszugstermin 8. Kind,Date Eighth Child Moves Out
_1658_p_fhf,fhf,Filterfrage: Familienstand 1985,Marital Status
_1659_p_fhf,fhf,Beginn 1.Ehe,Beginning Of First Marriage
_166_p_ila,ila,Gesundheit fuer Zufriedenh,Import.-Health For Satisfaction
_1660_p_fhf,fhf,Status 1. Ehe,Status Of First Marriage
_1661_p_fhf,fhf,Ende 1.Ehe,End Of First Marriage
_1662_p_fhf,fhf,Beginn 2.Ehe,Beginning Of Second Marriage
_1663_p_fhf,fhf,Status 2. Ehe,Status Of Second Marriage
_1664_p_fhf,fhf,Ende 2.Ehe,End Of Second Marriage
_1665_p_fhf,fhf,Beginn 3.Ehe,Beginning Of Third Marriage
_1666_p_fhf,fhf,Status 3. Ehe,Status Of Third Marriage
_1667_p_fhf,fhf,Ende 3.Ehe,End Of Third Marriage
_1668_p_ocr,ocr,Entlassung,Dismissal
_1669_p_ocr,ocr,Persoenliche Gruende,Personal Reasons
_167_p_ila,ila,Umweltschutz fuer Zufriedenh,Import.-Enviro Protctn For Satisfaction
_1670_p_ocr,ocr,Geschaeftsaufgabe,Business Closed
_1671_p_ocr,ocr,Sonstige Ausbildung,"Other Training,Education"
_1672_p_ocr,ocr,Wollte andere Arbeit suchen,Other Work
_1673_p_ocr,ocr,Sonstige Gruende,Other Reasons
_1674_p_jcl,jcl,"Unternehmensgroesse,letzte Erwerbstaet.",Number Of Workers
_1675_p_jcl,jcl,Keine besondere Ausbildung,No Special Training
_1676_p_jcl,jcl,Kurze Einweisung am Arbeitsplatz,Short Introduction To Job
_1677_p_jcl,jcl,Laengere Einarbeitung am Arbeitsplatz,On-The-Job Training
_1678_p_jcl,jcl,"Besondere Lehrgaenge,Kurse",Special Courses
_1679_p_jcl,jcl,Abgeschlossene Berufsausbildung,Vocational Training
_168_p_ila,ila,"Glaube,Religion fuer Zufriedenh","Import.-Rlgion, Faith For Satisfaction"
_1680_p_jcl,jcl,Abgeschlossenens Hochschulstudium,College Education
_1681_p_fte,fte,Bez.Arbeit verg.Wo,Worked For Pay In Previous Week
_1682_p_fte,fte,Std. Woche,Hours Per Week
_1683_p_lme,lme,Von 1974-1984 arbeitslos gemeldet?,Unemployed Sometime During Last Ten Yrs
_1684_p_lme,lme,Wie haeufig arbeitslos von 1974-1984,Cumulative Time Spent Unemployed
_1685_p_lme,lme,"Arbeitslos insg. von 1974-1984,Monate",Months Of Cumulative Unemployment
_1686_p_joc,joc,"Anzahl Arbeitgeber,Stellen",Number Of Employers
_1687_p_joc,joc,"Trifft nicht zu, selbstaendig,n.erwerb.",Self-Employed
_1688_p_pcn,pcn,Freiwillige Beitraege z. gesetzlichen RV,Premiums For Voluntary Pension
_1689_p_pcn,pcn,Keine Beitraege zur gesetzlichen RV,No Contributions To Pension
_169_p_ila,ila,Wohngegend fuer Zufriedenh,Import.-Residentl Area For Satisfaction
_1690_p_tax,tax,Gesamtbetrag,Total Amount
_1691_p_tax,tax,Betr gem. veranlagt,Amount Jointly Assessed
_1692_p_tax,tax,Betr gem. erwartet,Amount Jointly To Be Refunded
_1693_p_tax,tax,Betr all. veranlagt,Amount Assessed Single
_1694_p_tax,tax,Betr all. erwartet,Amount To Be Refunded Single
_1695_p_dov,dov,Summe Arztbesuche,Total Number Of Visits To Doctor
_170_p_ila,ila,Eigenmobilitaet fuer Zufriedenh,Import.-Self Mobility For Satisfaction
_2129_kind_paa,paa,Traeger: betriebl. Einrichtung,Company Facility
_2133_kind_paa,paa,keine Kosten,no costs
_2134_kind_paa,paa,Monatliche Gebuehren fuer Einrichtungsbesuch,Monthly Attendence Costs
_2135_h_wim,wim,Sprachversion,Language Version
_2137_kind_paa,paa,Art der sonstigen Schule,Type Of Other Schools
_2139_kind_ona,ona,Staatsangehoerigkeit,Nationality
_227_p_tjs,tjs,Auf Verdacht beworben,Applied On Chance
_2317_h_fte,fte,Beurteilung der Wohnungsgroesse,Adequacy Of Living Space In Unit
_2327_h_cod,cod,"PC mit Modem,ISDN im HH","PC With Modem, ISDN In HH"
_2328_h_cod,cod,in letzten 12 Mon gekauft,Bought PC With Modem In Last 12 Months
_2339_h_cod,cod,Waeschetrockner im HH,Dryer in HH
_2340_h_cod,cod,in letzten 12 Mon gekauft,Bought Dryer In Last 12 Months
_2352_h_mob,mob,seit 12 Mon-1.Fahrz,Acquired In Last 12 Months-1st Vehicle
_2358_h_mob,mob,seit 12 Mon-2.Fahrz,Acquired In Last 12 Months-2nd Vehicle
_2364_h_mob,mob,seit 12 Mon-3.Fahrz,Acquired In Last 12 Months-3rd Vehicle
_2370_h_mob,mob,seit 12 Mon-4.Fahrz,Acquired In Last 12 Months-4th Vehicle
_2387_h_enu,enu,Kochen mit Fernwaerme,Cook With District Heating
_2410_h_moi,moi,"HH-Netto-Einkommen, generiert","HH Net Income, Generated"
_2411_h_ppc,ppc,Telefon,Telephone
_2415_h_oob,oob,Schon vor einem Jahr Eigentuemer,Owner In Previous Year
_2422_h_ihc,ihc,Hauptpflegeperson HH,Main Carer In HH
_2423_h_ihc,ihc,"Keine besondere Hilfe notwendig,2.Person",No Special Help Needed Second Person
_2426_h_fte,fte,"Pauschale bzw. Kosten f. H.,WW",Cost Of Heat And Hot Water Per Month
_243_p_ocs,ocs,Derzeitige Stellung Selbstaendige,Self-Employed
_2430_h_cod,cod,Anzahl PKW,Number Of Cars
_2434_h_cod,cod,im HH Waschmaschine ja/nein,Washing Machine In HH yes/no
_2435_h_chc,chc,Erste Betreuungsperson,First Carer
_2436_h_chc,chc,Zweite Betreuungsperson,Second Carer
_2437_h_chc,chc,Dritte Betreuungsperson,Third Carer
_2438_h_chc,chc,Vormittags,Morning Child Care
_2439_h_chc,chc,Vormittags,Morning Child Care
_2440_h_chc,chc,Vormittags,Morning Child Care
_2441_h_chc,chc,Nachmittags,Afternoon Child Care
_2442_h_chc,chc,Nachmittags,Afternoon Child Care
_2443_h_chc,chc,Nachmittags,Afternoon Child Care
_2444_h_chc,chc,Abends,Evening Child Care
_2445_h_chc,chc,Abends,Evening Child Care
_2446_h_chc,chc,Abends,Evening Child Care
_2447_h_chc,chc,Bezahlung,First Carer Is Paid
_2448_h_chc,chc,Bezahlung,Second Carer Is Paid
_2449_h_chc,chc,Bezahlung,Third Carer Is Paid
_2450_h_hop,hop,Haustiere,Pets
_2456_h_wim,wim,Verstaendigung mit dem Interviewpartner,Communication With Interviewer
_2457_h_wim,wim,Dolmetscher,Which Person Interpreter
_2459_h_moi,moi,Zukunftsaussicht HH netto einkommen,Expected Future Household Net Income
_2460_h_chc,chc,Kinderbetreuung am Werktag notwendig,Weekday Child Care Necessary
_2461_h_chc,chc,Zeiten am Tag Kinderbetreuung schwierig,Child Care Inconvenient
_2463_h_ics,ics,Sind dort lebende Auslaender Landsleute,Are The Other Residents Your Country-Men
_2464_h_rer,rer,Umzug zwischen Ost- und Westdeutschland,Moved Between East And West Germany
_2466_h_cod,cod,"PKW im HH Ost vor 1,90 erstanden","HH Has Car - East, Existed Before 1,90"
_2467_h_cod,cod,"PKW im HH Ost nach 1,90 erstanden","HH Has Car - East, Existed After 1,90"
_2468_h_prr,prr,"Rueckuebertragungsansprueche,HAUS",Back Reparations Claims - House
_2469_h_prr,prr,"Rueckuebertragungsansprueche,GRUNDSTUECK",Back Reparations Claims - Property
_2470_h_prr,prr,"Rueckuebertragungsansprueche,NEIN",Back Reparations Claims - None
_2471_h_prr,prr,"Rueckuebertragungsansprueche,WEISS NICHT",Back Reparations Claims - Do Not Know
_2472_h_fow,fow,I.l.Jahr  Tilgungs-u.Zinszahlungen,"Mortgage Payments, Interest Previous Year"
_2473_h_iih,iih,"Verwandte, nahestehended P.im Pflegeheim","Relatives,Acquaintances In Nursing Home"
_2477_h_hoa,hoa,Waschmaschine,Household Has Automatic Washer
_2478_h_hoa,hoa,Wohnung mit Telefon,Dwelling Has Telephone
_2481_h_mmd,mmd,Modernisierungen auf eigene Kosten,Modernized Dwelling Previous Year
_2482_h_iid,iid,"Einnahmen aus Zinsen und Dividenden,Jahr","Est Interest,Dividend Income Prev Yr"
_2483_h_chc,chc,"Betereuung des Kindes Werktag,Vormittag",Weekday Morning Child Care Necessary
_2484_h_chc,chc,"Betreuung des Kindes Werktag,Nachmittag",Weekday Afternoon Child Care Necessary
_2485_h_chc,chc,"Betreuung des Kindes Werktag,Abend",Weekday Evening Child Care Necessary
_2486_h_chc,chc,Keine Betreuung noetig,No Child Care Necessary
_2487_h_chc,chc,Kinderbetreuung schwierig: Vormittag,Child Care difficult: Morning
_2488_h_chc,chc,Kinderbetreuung schwierig: Nachmittag,Child Care difficult: Afternoon
_2489_h_chc,chc,Kinderbetreuung schwierig: Abend,Child Care difficult: Evening
_2490_h_suh,suh,Hilfe bei Besorgungen u.Erledigungen,Help With Errands
_2491_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2492_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2493_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2494_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2495_h_suh,suh,"Hilfe bei HHsfuehrung, Versorgung","Help With Household,Maintenance"
_2496_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2497_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2498_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2499_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2500_h_suh,suh,Hilfe bei einfacheren Pflegetaetigkeiten,Help With Simpler Care Tasks
_2501_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2502_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2503_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2504_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2505_h_suh,suh,Hilfe bei schwierigeren Pflegetaetigk.,Help With Difficult Care Tasks
_2506_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2507_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2508_h_suh,suh,Helfende Person - Haushaltsmitglied,Household Member Helps
_2509_h_suh,suh,Helfende Person - andere Person,Other Person Helps
_2510_h_iih,iih,Umzug in Pflege- oder Altenheim,Person Moved To Nursing Home
_2511_h_iih,iih,"Umzug in Pflege- o. Altenheim,Zeitpunkt",Year Person Moved To Nursing Home
_2538_h_fte,fte,Hoehe der monatlichen Miete,Amount Of Rent Per Month
_2539_h_fte,fte,Keine Mietzahlung,Pays No Rent
_2543_h_fte,fte,Beurteilung der Miethoehe,Rent Of Dwelling Vs Comparable Dwellings
_2553_h_ity,ity,"Art der Pflegebeduerftigkeit,1.Person",Type Of Care First Person Requires
_2554_h_ity,ity,"Art der Pflegebeduerftigkeit,2.Person",Type Of Care Second Person Requires
_2555_h_fte,fte,Hoehe monatl. Kosten Heizung und Warmwas,Cost Of Heat And Hot Water Per Month
_2556_h_mdt,mdt,"Jahr des Einzugs, bis vor 2 Jahren",Year Moved Since Previous Survey
_2557_h_mdt,mdt,"Monat des Einzugs, bis vor 2 Jahren",Month Moved Since Previous Survey
_2558_h_mdt,mdt,"Jahr des Einzugs, vor ueber 2 Jahren",Year Moved Into Dwelling
_2559_h_mmd,mmd,Einbauten vom Vormieter abgeloest,Remodeled By Previous Tenant
_2560_h_dtl,dtl,Zinsen f. Hypotheken und Bauspardarlehen,Interest Previous Year
_2561_h_wim,wim,Interviewart Vermoegensbilanz,"Type Of Interview, Assets"
_2562_h_wim,wim,Interviewdauer Vermgs.bilanz muendlich,Interview Length Assets Oral
_2563_h_wim,wim,Interviewdauer Vermgs.bilanz schriftlich,Interview Length Assets Written
_2564_h_ins,ins,HH-Pflegebelastung,Burden Due To Caring For Person
_2565_h_ins,ins,Zusaetzliche Pflege: Gemeindeschwester,District Nurse Cares For Person
_2566_h_ins,ins,Zusaetzliche Pflege: bezahlte Fachkraft,Paid Skilled Workers Care For Person
_2567_h_ins,ins,Zusaetzliche Pflege: Freunde etc.,Friends Or Neighbors Care For Person
_2568_h_ins,ins,Zusaetzl. Pflege:Angehoerige ausserh. HH,Relatives Outside HH Care For Person
_2569_h_ins,ins,Zusaetzliche Pflege: Sonstige Personen,Others Care For Person
_2570_h_cac,cac,Zusaetzliche Kosten durch Pflege,Extra Care Costs
_2571_h_cac,cac,Pflegekosten: monatlicher Betrag,Care Costs Per Month
_2572_h_cac,cac,Traeger d. Pflegekosten:pflegebed.Person,Income Of Person Needing Care
_2573_h_cac,cac,"Pflegekosten: pflegebed. Person,Betrag",Amount Of Income Spent On Care
_2574_h_cac,cac,Traeger der Pflegekosten: HH-Mitglieder,Household Members Pay For Care
_2575_h_cac,cac,Pflegekosten: Haushaltsmitglieder/Betrag,Amount Paid By Household Members
_2576_h_cac,cac,Traeger der Pflegekosten: Verwandte,Relatives Pay For Care
_2577_h_cac,cac,"Pflegekosten:  Verwandte,Betrag",Amount Paid By Relatives
_2578_h_cac,cac,Traeger der Pflegekosten: RV oder KV,"Pension,Health Insurance Pays For Care"
_2579_h_cac,cac,"Pflegekosten: RV oder KV,Betrag","Amount Paid By Pension,Health Insurance"
_2580_h_cac,cac,Traeger der Pflegekosten: Sozialhilfe,Social Welfare Pays For Care
_2581_h_cac,cac,"Pflegekosten: Sozialhilfe,Betrag",Amount Paid By Social Welfare
_2582_h_cac,cac,Traeger der Pflegekosten:Kirche etc.,"Church,Welfare Organizations Pay For Care"
_2583_h_cac,cac,"Pflegekosten: Kirche, Verbaende,Betrag","Amt Paid By Church,Welfare Organizations"
_2584_h_cac,cac,Traeger der Pflegekosten: Sonstige,Others Pay For Care
_2585_h_cac,cac,"Pflegekosten: Sonstige,Betrag",Amount Others Paid
_2586_h_wim,wim,Anwesende bei Interview,Persons Present During Interview
_2587_h_reg,reg,bezuegl. HH-Einkommen,HH Income Vs Neighbors
_2588_h_reg,reg,Bezuegl. berufliche Stellung des HV,HH Occupational Status Vs Neighbors
_2589_h_fte,fte,Verbilligte Wohnung,Dwelling Rent Reduced By Landlord
_2590_h_mpl,mpl,Umzugsplaene in den naechsten 12 Monaten,Moving Plans Within Next Year
_2591_h_mpl,mpl,"Umzugsplaene 1. Person, lfd. Nr.",Moving Plans Of Person One
_2592_h_mpl,mpl,"Umzugsplaene 2. Person, lfd. Nr.",Moving Plans Of Person Two
_2593_h_mpl,mpl,"Umzugsplaene 3. Person, lfd. Nr.",Moving Plans Of Person Three
_2594_h_mmd,mmd,Modernisierung seit 1984: Kueche,Modernized Kitchen Previous Year
_2595_h_mmd,mmd,"Modernisierung seit 1984: Bad, WC",Modernized Bathroom Previous Year
_2596_h_mmd,mmd,Modernisierung seit 1984: Heizung,Modernized Central Heating Previous Year
_2597_h_mmd,mmd,Modernisierung seit 1984: Fenster,Modernized Windows Previous Year
_2598_h_mmd,mmd,Keine Modernisierung seit 1984,No Modernization Previous Year
_2599_h_sdr,sdr,Aend.HH seit 1.1.83,Change In HH Comp Since Jan 1st Prev Yr
_2600_h_sdr,sdr,Bestehen d. HH Monat,HH Exists Since Month
_2601_h_sdr,sdr,Bestehen d. HH Jahr,HH Exists Since Year
_2602_h_sdr,sdr,Dazugek.Pers.1,Person 1 Moved Into HH
_2603_h_sdr,sdr,Monat 1,Person 1 Moved Into HH In Month
_2604_h_sdr,sdr,Jahr 1,Person 1 Moved Into HH In Year
_2605_h_sdr,sdr,Person 2,Person 2 Moved Into HH
_2606_h_sdr,sdr,Monat 2,Person 2 Moved Into HH In Month
_2607_h_sdr,sdr,Jahr 2,Person 2 Moved Into HH In Year
_2608_h_sdr,sdr,Person 3,Person 3 Moved Into HH
_2609_h_sdr,sdr,Monat 3,Person 3 Moved Into HH In Month
_2610_h_sdr,sdr,Jahr 3,Person 3 Moved Into HH In Year
_2611_h_sdr,sdr,Kein Neuzugang,No New Entry
_2612_h_sdr,sdr,Abgang 1 Monat,Person 1 Left HH In Month
_2613_h_sdr,sdr,Abgang 1 Jahr,Person 1 Left HH In Year
_2614_h_sdr,sdr,Abgang 2 Monat,Person 2 Left HH In Month
_2615_h_sdr,sdr,Abgang 2 Jahr,Person 2 Left HH In Year
_2616_h_sdr,sdr,Abgang 3 Monat,Person 3 Left HH In Month
_2617_h_sdr,sdr,Abgang 3 Jahr,Person 3 Left HH In Year
_2618_h_sdr,sdr,Kein Abgang,No Person Left HH
_2619_h_dtl,dtl,"Tilgung fuer Hypotheken,Bauspardarlehen",Mortgage Payments Previous Yr
_2620_h_iid,iid,"Einnahmen aus Zinsen u. Dividenden j,n","Interest,Dividend Income Prev Yr"
_2634_h_fow,fow,Foerderung durch oeffentl.Zuschuesse,Govt. Subsidizes Housing Payments
_269_p_dtw,dtw,Seit wann pendeln,Since When Commuting
_2737_h_ltc,ltc,Pflegevers. seit Monat,"Compulsory Long Term Care Insurance, Since Month"
_2738_h_ltc,ltc,Pflegevers. seit Jahr,"Compulsory Long Term Care Insurance, Since Year"
_2739_h_ltc,ltc,Pflegevers. Sachleistungen,"Compulsory Long Term Care Insurance, Benefits In Kind"
_274_p_wkc,wkc,"Sprache in Beruf, nicht Deutsch",Language In Job Not German
_2740_h_cbe,cbe,Keine staatl Leistungen,No Benefits
_2741_h_ltc,ltc,Pflegevers. Nein,No Compulsory Long Term Care Insurance
_275_p_wkc,wkc,Englisch im Beruf,English in Job
_2756_h_iih,iih,PNR Hilfebeduerft. 2.Person,PNR Of 2.Person Requiring Help
_2757_h_ity,ity,"Besorgungen ausser HH, Pers2","Help On Tasks Outside HH, 2. Person"
_2758_h_ity,ity,"Haushaltsfuehrung, Pers2","Housework, 2. Person"
_2759_h_ity,ity,"Einfache Pflegetaetigk., Pers2","Minor Care, 2. Person"
_276_p_wkc,wkc,1.andere Sprache im Beruf,1st Other Language In Job
_2760_h_ity,ity,Schwierige Pflegetaetigk. Pers2,"Major Care, 2. Person"
_277_p_wkc,wkc,2.andere Sprache im Beruf,2nd Other Language In Job
_278_p_wkc,wkc,3.andere Sprache im Beruf,3rd Other Language In Job
_280_p_ltm,ltm,berufliche Internet-Nutzung,Work Internet Usage
_284_p_pcn,pcn,Sozialversicherte Taetigk.,Employer Pays Social Security Benefits
_314_p_aws,aws,3000 DM in 2 Wochen aufbringen,Pay 3000 DM In 2 Weeks
_348_p_oct,oct,Seit Anfang 1999 aus Beruf ausgeschieden,Left Job Since Start Of 1999
_3563_h_sat,sat,Zufriedenh. Wohngegend,Satisfaction With Area You Live In
_3563_p_sat,sat,Zufriedenh. Wohngegend,Satisfaction With Area You Live In
_3564_h_ten,ten,Verwaltung des Wohnhauses,Building Management
_3662_p_req,req,"Abgeschl. FS-,Ingenieurausbildung","Completed Technical,Engineering College"
_3703_p_oct,oct,Vom N.folgebetrieb uebernom. Monat 92,Month Company Taken Over Previous Yr
_3719_p_oct,oct,Vom N.folgebetrieb uebernom. Monat 93,Month Company Taken Over Current Yr
_3815_h_int,int,Splitkennzeichen,Questionnaire Version
_3847_p_trf,trf,1999 keine dieser Einkunftarten,None Of These Income Types In Prev. Yr
_3892_h_ity,ity,"Hilfe, TNZ, LEER","Help, Does Not Apply, EMPTY"
_3911_p_wim,wim,Art der Angaben,Type Of Answers
