"study","name","title","author","year","abstract","cite","type","studies","url","doi"
"soep-core",10844,"Employment Effects of Payroll Tax Subsidies","Matthias Collischon, Kamila Cygan-Rehm, Regina T. Riphahn",2021,"This paper exploits several reforms of wage subsidies in the framework of the German Minijob program to investigate substitution and complementarity relationships between subsidized and non-subsidized labor demand. We apply an instrumental variables approach and use administrative data on German establishments for the period 1999–2014. Particularly in small establishments (0–9 employees), subsidized Minijob employment comprises large shares of the work force, on average over 40%. For these establishments, robust evidence shows that increasing the subsidization of Minijob employment crowds out non-subsidized employment. Our results imply that Minijob employment in 2014 may have eliminated more than 0.5 million unsubsidized employment relationships just in small establishments. This represents an unintended and harmful consequence of the Minijob subsidy.","Matthias Collischon, Kamila Cygan-Rehm, Regina T. Riphahn. 2021: Employment Effects of Payroll Tax Subsidies. Small Business Economics 57 1201–1219","02 SSCI Journal","SOEP, BHP , SOEP-Core",,"10.1007/s11187-020-00344-w"
"soep-core",10843,"Arbeit auf Abruf, Rufbereitschaft und Bereitschaftsdienst: Wenn die Arbeit ruft","Eva Hank, Jens Stegmaier",2018,"Fragen der Arbeitszeit und ihrer Flexibilität werden seit einiger Zeit wieder vermehrt diskutiert. Während Arbeitgeber die Bedeutung eines flexiblen Personaleinsatzes für die Wettbewerbsfähigkeit der Unternehmen betonen, hebt die Arbeitnehmerseite hervor, dass die Kontrolle über flexible Arbeitszeitmodelle nicht einseitig bei den Arbeitgebern liegen darf. In diesem Zusammenhang rückte Arbeit auf Abruf - bei der Arbeitgeber und Arbeitnehmer lediglich die Dauer, nicht aber die Lage der Arbeitszeit vereinbaren - in den Fokus der Diskussion. In dem Kurzbericht wird zunächst die Verbreitung unterschiedlicher Formen von 'Rufarbeit' untersucht: Arbeit auf Abruf, Rufbereitschaft und Bereitschaftsdienst. Der Fokus liegt dann auf den Determinanten und möglichen Folgen dieser Arbeitsformen und abschließend werden aktuelle Änderungsvorhaben der Bundesregierung betrachtet, die Arbeit auf Abruf in ihren Koalitionsvertrag aufgenommen hat","Eva Hank, Jens Stegmaier. 2018: Arbeit auf Abruf, Rufbereitschaft und Bereitschaftsdienst: Wenn die Arbeit ruft. IAB Kurzbericht 14/2018. Nürnberg: Institut für Arbeitsmarkt- und Berufsforschung (IAB)","33 Other Grey Literature","SOEP v33","https://www.iab.de/194/section.aspx/Publikation/k180605301",
"soep-core",10842,"Die räumliche Dimension der Vereinbarkeitsfrage: Wechselwirkungen zwischen Arbeitsweg und Elternschaft","Thomas Skora",2018,,"Thomas Skora. 2018: Die räumliche Dimension der Vereinbarkeitsfrage: Wechselwirkungen zwischen Arbeitsweg und Elternschaft. beziehungsweise. 1–4","62 Professional Newsletter","SOEP-Core",,
"soep-core",10841,"Bedarf an arbeitsplatzbezogener Grundbildung","Wido Geis, Isabel Vahlhaus",2018,"Viele Erwachsene sind trotz Lücken in der Grundbildung erwerbstätig. Insbesondere werden unzureichende Sprach- und Lesekompetenzen bei Beschäftigten im Helferbereich deutlich, deren Zahl mit der starken Zuwanderung weiter ansteigt. Um ihre Beschäftigungsfähigkeit vor dem Hintergrund der Digitalisierung zu sichern, sollten verstärkt arbeitsplatzbezogene Grundbildungsmaßnahmen angeboten werden.","Wido Geis, Isabel Vahlhaus. 2018: Bedarf an arbeitsplatzbezogener Grundbildung. IW-Kurzbericht Nr. 35. Köln: Institut der deutschen Wirtschaft (IW)","33 Other Grey Literature","SOEP v33","https://www.iwkoeln.de/fileadmin/user_upload/Studien/Kurzberichte/PDF/2018/IW-Kurzbericht_2018-33_Grundbildung_fuer_Zuwanderer_01.pdf",
"soep-core",10840,"A Cautionary Note on the Reliability of the Online Survey Data: The Case of Wage Indicator","Magdalena Smyk, Joanna Tyrowicz, Lucas van der Velde",2018,"We investigate the reliability of data from the Wage Indicator (WI), the largest online survey on earnings and working conditions. Comparing WI to nationally representative data sources for 17 countries reveals that participants of WI are not likely to have been representatively drawn from the respective populations. Previous literature has proposed to utilize weights based on inverse propensity scores, but this procedure was shown to leave reweighted WI samples different from the benchmark nationally representative data. We propose a novel procedure, building on covariate balancing propensity score, which achieves complete reweighting of the WI data, making it able to replicate the structure of nationally representative samples on observable characteristics. While rebalancing assures the match between WI and representative benchmark data sources, we show that the wage schedules remain different for a large group of countries. Using the example of a Mincerian wage regression, we find that in more than a third of the cases, our proposed novel reweighting assures that estimates obtained on WI data are not biased relative to nationally representative data. However, in the remaining 60% of the analyzed 95 datasets systematic differences in the estimated coefficients of the Mincerian wage regression between WI and nationally representative data persists even after reweighting. We provide some intuition about the reasons behind these biases. Notably, objective factors such as access to the Internet or richness appear to matter, but self-selection (on unobservable characteristics) among WI participants appears to constitute an important source of bias.","Magdalena Smyk, Joanna Tyrowicz, Lucas van der Velde. 2018: A Cautionary Note on the Reliability of the Online Survey Data: The Case of Wage Indicator. IZA DP No. 11503. Bonn: Institute of Labor Economics (IZA)","30 Discussion Paper","SOEP, SES, LFS, ISSP, RLMS, BHPS , SOEP-Core","https://www.iza.org/publications/dp/11503/a-cautionary-note-on-the-reliability-of-the-online-survey-data-the-case-of-wage-indicator",
"soep-core",10839,"The Fall in German Unemployment: A Flow Analysis","Carlos Carrillo-Tudela, Andrey Launov, Jean-Marc Robin",2018,"In this paper we investigate the recent fall in unemployment, and the rise in part-time work, labour market participation, inequality and welfare in Germany. Unemployment fell because the Hartz IV reform induced a large fraction of the long-term unemployed to deregister as jobseekers and appear as non-participants. Yet, labour force participation increased because many unregistered-unemployed workers ended up accepting low-paid part-time work that was offered in quantity in absence of a universal minimum wage. A large part of the rise in part-time work was also due to the tax benefits Hartz II introduced to take up a mini-job as secondary employment. This has provided an easy way to top-up labour income staggering under the pressure of wage moderation. The rise in part-time work led to an increase in inequality at the lower end of income distribution. Overall we find that Germany increased welfare as unemployment fell.","Carlos Carrillo-Tudela, Andrey Launov, Jean-Marc Robin. 2018: The Fall in German Unemployment: A Flow Analysis. IZA DP No. 11442. Bonn: IZA Institute of Labor Economics","30 Discussion Paper","SOEP-Core, SIAB, BHP","https://www.iza.org/de/publications/dp/11442/the-fall-in-german-unemployment-a-flow-analysis",
"soep-core",10838,"Media Coverage and Immigration Worries: Econometric Evidence","Christine Benesch, Simon Loretz, David Stadelmann, Tobias Thomas",2019,"This paper empirically explores the link between mass media coverage of migration and immigration worries. Using detailed data on media coverage in Germany, we show that the amount of media reports regarding migration issues is positively associated with concerns about immigration among the German population. The association is robust to the inclusion of time-variant individual control variables and individual fixed-effects. We employ media spillovers from the neighboring country of Switzerland, which occur due to referendum decisions on immigration as an instrumental variable to address endogeneity concerns. The IV estimates suggest that media coverage has a causal impact on immigration worries. Exploring heterogeneous effects between respondents, the results reveal that the link between media reports and immigration worries is particularly relevant for women and respondents active in the workforce.","Christine Benesch, Simon Loretz, David Stadelmann, Tobias Thomas. 2019: Media Coverage and Immigration Worries: Econometric Evidence. Journal of Economic Behavior & Organization 160 (April 2019), 52–67","02 SSCI Journal","SOEP v31","http://hdl.handle.net/10419/180392","10.1016/j.jebo.2019.02.011"
"soep-core",10837,"SOEP Wave Report 2017","Janina Britzke, Jürgen Schupp, (eds.)",2018,,"Janina Britzke, Jürgen Schupp, (eds.). 2018: SOEP Wave Report 2017. Berlin: DIW Berlin ","35 Other DIW Publication","SOEP-Core","http://www.diw.de/documents/publikationen/73/diw_01.c.592826.de/wave_report_2017.pdf",
"soep-core",10836,"SOEP Wave Report 2016","Janina Britzke, Jürgen Schupp, (eds.)",2017,,"Janina Britzke, Jürgen Schupp, (eds.). 2017: SOEP Wave Report 2016. Berlin: DIW Berlin ","35 Other DIW Publication","SOEP-Core","http://www.diw.de/documents/publikationen/73/diw_01.c.560446.de/wave_report_2016.pdf",
"soep-core",10835,"Früher Kita-Besuch beeinflusst Persönlichkeitseigenschaften bis ins Jugendalter","Maximilian Bach, Josefine Koebe, Frauke H. Peter",2018,"Gehen Kinder früher in eine Kindertageseinrichtung (Kita) als andere, zeigen sich noch im Jugendalter Unterschiede in den Persönlichkeitseigenschaften, die direkt mit dem Zeitpunkt des Kita-Eintritts zusammenhängen. So sind Jugendliche in Westdeutschland, die Ende der 1990er Jahre bereits mit drei Jahren einen Kita-Platz erhielten, in der neunten Schulklasse deutlich kommunikativer und durchsetzungsfähiger als Jugendliche, die erst ab einem Alter von vier Jahren in eine Kita gehen konnten. Ab welchem Zeitpunkt die Kinder eine Kita besuchten, hängt dabei in dieser Studie nur davon ab, ob genügend Plätze verfügbar waren – andere Einflussfaktoren auf den Kita-Eintritt, etwa der Bildungshintergrund der Eltern, wurden herausgerechnet. Die vorliegende Studie, die auf Daten des Nationalen Bildungspanels (NEPS) basiert und als eine der ersten für Deutschland längerfristige Auswirkungen eines frühen Kita-Besuchs untersucht, unterstreicht die Bedeutung eines frühen Zugangs zu Kinderbetreuung. Dieser kann auf den späteren Bildungs- und Arbeitsmarkterfolg maßgeblichen Einfluss haben. Umso wichtiger erscheint es vor diesem Hintergrund, im Zuge des Kita-Ausbaus künftig grundsätzlich allen Kindern und ihren Eltern Zugang zu früher Kinderbetreuung zu gewähren.","Maximilian Bach, Josefine Koebe, Frauke H. Peter. 2018: Früher Kita-Besuch beeinflusst Persönlichkeitseigenschaften bis ins Jugendalter. DIW Wochenbericht 85 (15), 289–297","05 DIW Weekly Report","SOEP v32, NEPS","http://www.diw.de/documents/publikationen/73/diw_01.c.581968.de/18-15-1.pdf","10.18723/diw_wb:2018-15-1"
"soep-core",10834,"Sozialer Auf- und Abstieg: Angleichung bei Männern und Frauen","Nicolas Legewie, Sandra Bohmann",2018,"Diese Studie untersucht soziale Mobilität im Berufsstatus, das heißt Veränderungen in der beruflichen Position einer Person im Vergleich zu ihren Eltern. Dafür wurden Daten der Langzeitstudie Sozio-oekonomisches Panel (SOEP) zu westdeutschen Personen mittleren Alters ausgewertet, die zwischen 1939 und 1971 geboren wurden. Gegenüber den Eltern hat sich das Niveau der sozialen Stellung im Durchschnitt verbessert (absolute soziale Mobilität). Dagegen hat sich die relative soziale Mobilität, die die Durchlässigkeit der Gesellschaft misst, seit dem Zweiten Weltkrieg kaum verändert. Insgesamt gilt weiterhin, dass es deutlich wahrscheinlicher ist, selbst einen Beruf in der obersten Statusgruppe der leitenden Angestellten zu erreichen, wenn die eigenen Eltern bereits einen solchen Beruf hatten. Betrachtet man allerdings einzelne gesellschaftliche Gruppen, ist das Bild differenzierter. So haben sich die Mobilitätsmuster für Männer und Frauen im Beobachtungszeitraum weitestgehend einander angeglichen: Männer steigen öfter ab als früher, während Frauen öfter aufsteigen.","Nicolas Legewie, Sandra Bohmann. 2018: Sozialer Auf- und Abstieg: Angleichung bei Männern und Frauen. DIW Wochenbericht 85 (20), 421–431","05 DIW Weekly Report","SOEP v33.1","http://www.diw.de/documents/publikationen/73/diw_01.c.584320.de/18-20-1.pdf","10.18723/diw_wb:2018-20-1"
