study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-core,soep-core-2017-e2,9,baktiv7,10716,Besuch bei anderen Familien mit Kindern,,Visiting other families with children,,cat,812+,,baktiv7,,,,,,,,
soep-core,soep-core-2017-e2,9,baktiv8,10716,Mit dem Kind einkaufen gehen,,Going shopping with the child,,cat,812+,,baktiv8,,,,,,,,
soep-core,soep-core-2017-e2,9,baktiv9,10716,Zusammen Fernsehen / Videos ansehen,,Watching television or videos with the child,,cat,812+,,baktiv9,,,,,,,,
soep-core,soep-core-2017-e2,10,btv1,3402,"Darf Ihr Kind schon alleine, also ohne Erwachsene, Fernsehen, Video oder DVD schauen? ",,"Is your child allowed to watch television or videos alone, without adult supervision?",,cat,825+,,btv1,,,,,,,,
soep-core,soep-core-2017-e2,10,btv2,3402,"[Ja / Nur selten, ausnahmsweise] und zwar ... Stunden pro Woche",,[Yes/rarely]: … hours per week,,int,,,btv2,,,,,,,,
soep-core,soep-core-2017-e2,11,,3403,Wie würden Sie Ihr Kind im Vergleich zu Kindern gleichen Alters beurteilen?,"Je weiter links Sie Ihr Kreuz machen, um so mehr trifft die linke Eigenschaft zu, je weiter rechts Sie Ihr Kreuz machen, um so mehr trifft die rechte Eigenschaft zu! ",How would you rank your child in comparison to other children of the same age? My child is …,"The further to the left you make the X, the more the characteristic on the left side applies. The further to the right you make the X, the more the characteristic on the right side applies.",txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,11,bvergl1,3403,,,,,cat,595+,,bvergl1,,,,,,,,
soep-core,soep-core-2017-e2,11,bvergl2,3403,,,,,cat,596+,,bvergl2,,,,,,,,
soep-core,soep-core-2017-e2,11,bvergl3,3403,,,,,cat,597+,,bvergl3,,,,,,,,
soep-core,soep-core-2017-e2,11,bvergl4,3403,,,,,cat,598+,,bvergl4,,,,,,,,
soep-core,soep-core-2017-e2,12,,3404,"Für Eltern ist es immer ein großes Erlebnis, wenn das Kind schon wieder etwas Neues kann. Bitte geben Sie an, welche Dinge das bei Ihrem Kind sind. ",,"For parents, it is always a big event when their child learns something new. Please tell us what those new things were in your child’s case.",,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,12,1,3404,Sprechen:,,Speaking:,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,12,bspr3,3404,Spricht in ganzen Sätzen (mit vier oder mehr Wörtern),,Speaks in full sentences (with four or more words),,cat,815+,,bspr3,,,,,,,,
soep-core,soep-core-2017-e2,12,bspr6,3404,"Folgt Anweisungen, die es fünf Minuten zuvor gehört hat",,"Follows instructions, five minutes after hearing them.",,cat,815+,,bspr6,,,,,,,,
soep-core,soep-core-2017-e2,12,bspr7,3404,"Nennt seinen Vor- und Nachnamen, wenn es danach gefragt wird",,Can state his/her first and last name if someone asks for it.,,cat,815+,,bspr7,,,,,,,,
soep-core,soep-core-2017-e2,12,bspr4,3404,Hört in der Regel Geschichten mindestens 15 Min. aufmerksam zu,,Listens attentively to a story for 15 minutes or longer,,cat,815+,,bspr4,,,,,,,,
soep-core,soep-core-2017-e2,12,bspr5,3404,Überbringt einfache Nachrichten wie z.B. „Essen ist fertig“,,Passes on simple messages such as “dinner is ready”,,cat,815+,,bspr5,,,,,,,,
soep-core,soep-core-2017-e2,12,2,3404,Alltagsfertigkeiten:,,Everyday skills:,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,12,ball1,3404,"Isst selbständig mit dem Löffel, ohne zu kleckern",,"Uses a spoon to eat, without assistance and without dripping",,cat,815+,,ball1,,,,,,,,
soep-core,soep-core-2017-e2,12,ball2,3404,Putzt sich selbst die Nase,,Blows his/her nose without assistance,,cat,815+,,ball2,,,,,,,,
soep-core,soep-core-2017-e2,12,ball3,3404,Benutzt für „großes Geschäft“ die Toilette,,Uses the toilet to do “number two”,,cat,815+,,ball3,,,,,,,,
soep-core,soep-core-2017-e2,12,ball4,3404,Zieht sich Hosen und Unterhosen selbst richtig herum an,,Put on pants and underpants the right way around,,cat,815+,,ball4,,,,,,,,
soep-core,soep-core-2017-e2,12,ball5,3404,Putzt sich selbst die Zähne,,Brushes his/her teeth without assistance,,cat,815+,,ball5,,,,,,,,
soep-core,soep-core-2017-e2,12,3,3404,Bewegung:,,Movement:,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,12,bbew1,3404,Läuft Treppen vorwärts hinunter,,Walks forwards down the stairs,,cat,815+,,bbew1,,,,,,,,
soep-core,soep-core-2017-e2,12,bbew3,3404,Klettert auf Klettergerüste und andere hohe Spielgeräte,,Climbs up playground climbing equipment and other high playground structures,,cat,815+,,bbew3,,,,,,,,
soep-core,soep-core-2017-e2,12,bbew4,3404,Schneidet mit einer Schere Papier durch,,Cuts paper with scissors,,cat,815+,,bbew4,,,,,,,,
soep-core,soep-core-2017-e2,12,bbew5,3404,Malt auf Papier erkennbare Formen,,Paints/draws recognizable shapes on paper,,cat,815+,,bbew5,,,,,,,,
soep-core,soep-core-2017-e2,12,bbew7,3404,"Hält Stifte richtig (nicht mit der Faust), um zu malen",,Can hold a pencil correctly,,cat,815+,,bbew7,,,,,,,,
soep-core,soep-core-2017-e2,12,4,3404,Soziale Beziehungen:,,Social relationships,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,12,bsoz2,3404,Nimmt an Spielen mit anderen Kindern teil,,Participates in games with other children,,cat,815+,,bsoz2,,,,,,,,
soep-core,soep-core-2017-e2,12,bsoz3,3404,"Beschäftigt sich mit Rollenspielen (""tun als ob"")",,Gets involved in role-playing games (“playing pretend”),,cat,815+,,bsoz3,,,,,,,,
soep-core,soep-core-2017-e2,12,bsoz4,3404,Zeigt eine Vorliebe für bestimmte Spielgefährten oder Freunde,,Shows a special liking for particular playmates or friends,,cat,815+,,bsoz4,,,,,,,,
soep-core,soep-core-2017-e2,12,bsoz5,3404,"Benennt eigene Gefühle, z.B. „traurig“, „freuen“, „Angst“",,"Is able to name his/her own feelings, e.g., “sad”, “happy”, “scared”",,cat,815+,,bsoz5,,,,,,,,
soep-core,soep-core-2017-e2,12,bsoz7,3404,"Wechselt sich mit anderen beim Spielen ab, ohne darum gebeten zu werden ",,Takes turns when playing playing without being asked.,,cat,815+,,bsoz7,,,,,,,,
soep-core,soep-core-2017-e2,13,bdtsch1,3405,Sprechen Sie oder andere Haushaltsmitglieder mit Ihrem Kind nur Deutsch oder auch in einer anderen Sprache?,,"
Do you or other household members speak only German to your child, or do you also speak another language to him/her?",,cat,816+,,bdtsch1,,,,,,,,
soep-core,soep-core-2017-e2,13,bdtsch2,3405,[Auch/Nur in anderer Sprache] und zwar:,,Other language:,,chr,,,bdtsch2,,,,,,,,
soep-core,soep-core-2017-e2,A,,3406,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What date do we have today?,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,A,datt,3406,Tag,,Day,,int,,,datt,,,,,,,,
soep-core,soep-core-2017-e2,A,datm,3406,Monat,,Month,,int,,,datm,,,,,,,,
soep-core,soep-core-2017-e2,A,datst,3406,Stunde,,Hour,,int,,,datst,,,,,,,,
soep-core,soep-core-2017-e2,A,datmi,3406,Minute,,Minute,,int,,,datmi,,,,,,,,
soep-core,soep-core-2017-e2,A,form,3406,Befragungsform,,Interview form,,bin,,,form,,,,,,,,
soep-core,soep-core-2017-e2,Int,,3407,Interviewer:,,Interviewer:,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e2,Int,listnr,3407,Listen-Nr.,,List ID,,int,,,listnr,,,,,,,,
soep-core,soep-core-2017-e2,Int,lfdnr,3407,Lfd.Nr.,,Lfd ID,,int,,,lfdnr,,,,,,,,
soep-core,soep-core-2017-e2,Int,intnr,3407,Abrechnungs-Nummer,,Account number,,int,,,intnr,,,,,,,,
soep-core,soep-core-2017-e3,Intro,,13384,"Die Wissenschaft weiß vergleichsweise viel über Kinder im Schulalter, aber nur wenig über die sehr wichtige Zeit vor der Schule. In diesem kurzen Fragebogen geht es um Kinder, die im Jahr 2011 geboren wurden. Unsere Fragen beziehen sich auf Ihre persönlichen Erfahrungen und die Entwicklung Ihres Kindes. In der Regel sollte die (leibliche oder soziale) Mutter die folgenden Fragen beantworten.

Ihre Mitarbeit ist freiwillig.

Wir bitten Sie aber herzlich,

- unserem Mitarbeiter die Fragen zu beantworten

- oder den Fragebogen sorgfältig selbst auszufüllen.",,"Comparably the Scientific research has much knowledge about children in school age, but not so much knowledge about the period before the school attendance starts. This short questionnaire deals with children, who were born in 2011. Our questions refer to your personal experiences and the child's growth. Generally the (biological or adoptive)mother should answer the following questions.

The participation is voluntarily.
We cordially request you, to answer the questions for our Interviewer or to fill out the questionnaire by yourself accurately.",,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,0,,3681,Bitte vor Übergabe unbedingt eintragen lt. Adressenprotokoll:,,"Before handing in the questionnaire, please enter in accordance with the address log:",,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,0,hnr,3681,Nr. des Haushalts,,Household Number:,,int,,,hnr,,,,,,,,
soep-core,soep-core-2017-e3,0,mname,3681,Vorname der Mutter,Bitte in Druckbuchstaben,Mother's first name,Please print,chr,,,mname,,,,,,,,
soep-core,soep-core-2017-e3,0,mpnr,3681,Personen Nr.,,Person ID,,int,,,,,,,,,,,
soep-core,soep-core-2017-e3,1,,3445,Wie heißt Ihr Kind?,Bitte in Druckbuchstaben,What’s your child's name?,Please complete using block capitals.,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,1,cname,3445,Vorname des Kindes:,,Child’s first name,,chr,,,cname,,,,,,,,
soep-core,soep-core-2017-e3,1,cpnr,3445,Personen Nr.:,,Person ID,,int,,,cpnr,,,,,,,,
soep-core,soep-core-2017-e3,2,,13385,Geburtsdatum und Geschlecht Ihres Kindes,,Birth date and sex of your child,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,2,cgebt,13385,Tag,,Day,,int,,,cgebt,,,,,,,,
soep-core,soep-core-2017-e3,2,cgebm,13385,Monat,,Month,,int,,,cgebm,,,,,,,,
soep-core,soep-core-2017-e3,2,cgebj,13385,Jahr,,Year,,int,,,cgebj,,,,,,,,
soep-core,soep-core-2017-e3,2,csex,13385,…,,...,,cat,869+,,csex,,,,,,,,
soep-core,soep-core-2017-e3,3,,3685,"Inwieweit treffen die folgenden Aussagen auf Ihr Kind zu?
Bitte berücksichtigen Sie bei der Antwort das Verhalten Ihres Kindes in den letzten sechs Monaten.","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: trifft überhaupt nicht zu. Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.","To what extent do you agree with the following statements about your child? For each answer, think about your child’s behavior in the last six months.","Please answer on the following scale, where 1 means ""does not apply at all"", and 7 meaning ""applies  completely""",txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,3,1,3685,Mein Kind…,,My child  …,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,3,cver01,3685,ist rücksichtsvoll,,is thoughtful,,cat,701+,,cver01,,,,,,,,
soep-core,soep-core-2017-e3,3,cver02,3685,"ist unruhig, überaktiv, kann nicht lange stillsitzen",,"is restless, hyperactive, can’t sit still long",,cat,701+,,cver02,,,,,,,,
soep-core,soep-core-2017-e3,3,cver03,3685,"teilt gerne mit anderen Kindern (Süßigkeiten, Spielzeug, Buntstifte usw.)",,"likes to share with other children (sweets, toys, crayons, etc.)",,cat,701+,,cver03,,,,,,,,
soep-core,soep-core-2017-e3,3,cver04,3685,"hat oft Wutanfälle, ist aufbrausend",,"often has tantrums, is short-tempered",,cat,701+,,cver04,,,,,,,,
soep-core,soep-core-2017-e3,3,cver05,3685,"ist ein Einzelgänger, spielt meist alleine",,"is a loner, usually plays alone",,cat,701+,,cver05,,,,,,,,
soep-core,soep-core-2017-e3,3,cver06,3685,"ist hilfsbereit, wenn andere verletzt, krank oder betrübt sind",,"is helpful when others are hurt, sick, or sad",,cat,701+,,cver06,,,,,,,,
soep-core,soep-core-2017-e3,3,cver07,3685,ist ständig zappelig,,is always fidgety,,cat,701+,,cver07,,,,,,,,
soep-core,soep-core-2017-e3,3,cver08,3685,streitet sich oft mit anderen Kindern oder schikaniert sie,,often fights with or picks on other children,,cat,701+,,cver08,,,,,,,,
soep-core,soep-core-2017-e3,3,cver09,3685,"ist oft unglücklich oder niedergeschlagen, weint häufig",,"is often unhappy or downcast, cries a lot",,cat,701+,,cver09,,,,,,,,
soep-core,soep-core-2017-e3,3,cver10,3685,ist im Allgemeinen bei anderen Kindern beliebt,,is generally well-liked by other children,,cat,701+,,cver10,,,,,,,,
soep-core,soep-core-2017-e3,3,cver11,3685,"ist leicht ablenkbar, unkonzentriert",,"is easily distracted, unfocused",,cat,701+,,cver11,,,,,,,,
soep-core,soep-core-2017-e3,3,cver12,3685,"ist nervös oder anklammernd in neuen Situationen, verliert leicht das Selbstvertrauen",,"is nervous or clingy in new situations, easily loses self-confidence",,cat,701+,,cver12,,,,,,,,
soep-core,soep-core-2017-e3,3,cver13,3685,wird von anderen gehänselt oder schikaniert,,is often teased or picked on by others,,cat,701+,,cver13,,,,,,,,
soep-core,soep-core-2017-e3,3,cver14,3685,"hilft anderen oft freiwillig (Eltern, Erziehern, anderen Kindern)",,"often helps others of his/her own accord (parents, teachers, other children)",,cat,701+,,cver14,,,,,,,,
soep-core,soep-core-2017-e3,3,cver15,3685,kommt besser mit Erwachsenen aus als mit anderen Kindern,,gets along better with adults than with children,,cat,701+,,cver15,,,,,,,,
soep-core,soep-core-2017-e3,3,cver16,3685,"hat viele Ängste, fürchtet sich leicht",,"has a lot of fears, gets scared easily",,cat,701+,,cver16,,,,,,,,
soep-core,soep-core-2017-e3,3,cver17,3685,"führt Aufgaben zu Ende, kann sich lange konzentrieren",,"finishes what he/she starts, can concentrate for a long time",,cat,701+,,cver17,,,,,,,,
soep-core,soep-core-2017-e3,4,,3412,Wie sind gegenwärtig Größe und Gewicht Ihres Kindes?,,What is your child’s current height and weight?,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,4,cgew,3412,Gewicht in Kilogramm,,Weight in kilograms,,int,,,cgew,,,,,,,,
soep-core,soep-core-2017-e3,4,cgro,3412,Körpergröße in cm,,Height in centimeters,,int,,,cgro,,,,,,,,
soep-core,soep-core-2017-e3,5,cstor,3463,"Ist Ihr Kind in irgendeiner Weise eingeschränkt oder daran gehindert, Dinge zu tun, die die meisten gleichaltrigen Kinder tun können? ",,Is your child in any way impaired or prevented from doing things that most children of his or her age can do?,,cat,1+,,cstor,,,,,,,,
soep-core,soep-core-2017-e3,6,cges1,3464,"Gab es bei Ihrem Kind in den letzten 12 Monaten gesundheitliche Probleme, die einen Krankenhausaufenthalt notwendig machten? ",,Did your child experience health problems in the last 12 months that necessitated a hospital stay?,,cat,1+,,cges1,,,,,,,,
soep-core,soep-core-2017-e3,6,cges2,3464,[Ja] und zwar … Tage,,"Yes, … days",,int,,,cges2,,,,,,,,
soep-core,soep-core-2017-e3,7,carz1,3465,Mussten Sie in den letzten 3 Monaten wegen gesundheitlicher Probleme Ihres Kindes einen Arzt aufsuchen oder rufen?,,Did you have to go to or call a doctor in the last 3 months because of your child’s health problems?,,cat,1+,,carz1,,,,,,,,
soep-core,soep-core-2017-e3,7,carz2,3465,[Ja] und zwar … mal,,Yes: … times,,int,,,carz2,,,,,,,,
soep-core,soep-core-2017-e3,8,,3466,Ist von einem Arzt bei Ihrem Kind einmal eine der folgenden Erkrankungen oder Störungen festgestellt worden?,Bitte alles Zutreffende ankreuzen!,Has your child been diagnosed by a doctor as having one of the following health conditions or impairments?,Please state all that apply!,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor1,3466,"Atemwegserkrankungen (Asthma, Bronchitis oder Ähnliches) ",,"Respiratory disease (asthma, bronchitis or similar)",,bin,,,cstor1,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor2,3466,Mittelohrentzündung,,Middle-ear inflammation,,bin,,,cstor2,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor3,3466,Neurodermitis,,Neurodermatitis,,bin,,,cstor3,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor4,3466,"Fehlsichtigkeit (z.B. Kurz- bzw. Weitsichtigkeit, Schielen) ",,"Vision impairment (e.g., far-sightedness, near-sightedness, crossed eyes)",,bin,,,cstor4,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor5,3466,Ernährungsstörungen,,Nutritional disorder,,bin,,,cstor5,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor6,3466,"Störungen der Motorik, des Bewegungsapparates ",,Motor impairment (impairments of the locomotor apparatus),,bin,,,cstor6,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor7,3466,Sonstige Störungen / Behinderungen,,Other impairment or disorder,,bin,,,cstor7,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor9,3466,"Nein, nichts davon ",,"No, none of the above",,bin,,,cstor9,,,,,,,,
soep-core,soep-core-2017-e3,8,cstor8,3466,[Sonstige Störungen / Behinderungen] und zwar:,,[other disorders]:,,chr,,,cstor8,,,,,,,,
soep-core,soep-core-2017-e3,9,,10719,Wie oft haben Sie oder die Hauptbetreuungsperson in den letzten 14 Tagen gemeinsam mit Ihrem Kind folgende Aktivitäten ausgeführt?,,How many times in the last 14 days have you or the main caregiver engaged in the following activities with your child?,,txt,,,,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv01,10719,Auf den Spielplatz gehen,,Going to the playground,,cat,812+,,caktiv01,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv02,10719,Aktivitäten an der frischen Luft (Spaziergänge oder ähnliches),,Activities outdoors (taking walks or similar),,cat,812+,,caktiv02,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv03,10719,Besuch bei anderen Familien mit Kindern,,Visiting other families with children,,cat,812+,,caktiv03,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv04,10719,Mit dem Kind einkaufen gehen,,Going shopping with the child,,cat,812+,,caktiv04,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv05,10719,Singen von Kinderliedern,,Singing children’s songs,,cat,812+,,caktiv05,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv06,10719,Malen oder Basteln,,Painting or doing arts and crafts,,cat,812+,,caktiv06,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv07,10719,"Karten-, Würfelspiele oder andere gemeinsame Spiele ",,"Playing cards, board games, or other games together",,cat,812+,,caktiv07,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv08,10719,Zusammen Fernsehen / Videos ansehen,,Watching television or videos with the child,,cat,812+,,caktiv08,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv09,10719,Zusammen Computer- / Internetspiel machen,,Playing computer or Internet games together,,cat,812+,,caktiv09,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv10,10719,"Besuch Kindertheater, Zirkus, Museum, Ausstellung oder ähnliches ",,"Going to children’s theater, the circus, museums, exhibitions, or similar",,cat,812+,,caktiv10,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv11,10719,[Geschichten vorlesen oder erzählen] in deutscher Sprache,,[Reading or telling stories] in German,,cat,812+,,caktiv11,,,,,,,,
soep-core,soep-core-2017-e3,9,caktiv12,10719,[Geschichten vorlesen oder erzählen] in anderer Sprache,,[Reading or telling stories] in another language,,cat,812+,,caktiv12,,,,,,,,
soep-core,soep-core-2017-e3,10,ctv1,10720,"Darf Ihr Kind alleine, also ohne Erwachsene, Fernsehen oder Videos schauen?",,"Is your child allowed to watch television or videos alone, without adult supervision?",,cat,813+,,ctv1,,,,,,,,
soep-core,soep-core-2017-e3,10,ctv2,10720,"[Ja/Nur selten, ausnahmsweise] und zwar … Stunden pro Woche",,"Yes, … hours per week.",,int,,,ctv2,,,,,,,,
