"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"_1439_p_sim","T0203040200000000","sim","Beruf ziemlich wichtig","Importance Of Job","Importance Of Job","Beruf ziemlich wichtig"
"_1440_p_sim","T0203040200000000","sim","Beruf nicht so wichtig","Importance Of Job","Importance Of Job","Beruf nicht so wichtig"
"_1441_p_whd","T0204020000000000","whd","Samstagsarbeit - Haeufigkeit","Frequency Of Work On Saturdays","Frequency Of Work On Saturdays","Samstagsarbeit - Haeufigkeit"
"_1442_p_whd","T0204020000000000","whd","Sonntagsarbeit - Haeufigkeit","Frequency Of Work On Sundays","Frequency Of Work On Sundays","Sonntagsarbeit - Haeufigkeit"
"_1443_p_esc","T0202010000000000","esc","Erwerbst., erwerbstaetig werden wollen","Gainfully Employed Or Want To Be","Gainfully Employed Or Want To Be","Erwerbst., erwerbstaetig werden wollen"
"_1444_p_whb","T0204030000000000","whb","mangelnde Kinderbetreuungsmoeglichkeit","No Child Care Available","No Child Care Available","mangelnde Kinderbetreuungsmoeglichkeit"
"_1445_p_whb","T0204030000000000","whb","um Zeit fuer Kinder zu haben","Enough Time For Children","Enough Time For Children","um Zeit fuer Kinder zu haben"
"_1446_p_whb","T0204030000000000","whb","wegen, Ehe-, Partner","Because Of Spouse,Partner","Because Of Spouse,Partner","wegen, Ehe-, Partner"
"_1447_p_whb","T0204030000000000","whb","andere familiere Gruende","Other Family Reasons","Other Family Reasons","andere familiere Gruende"
"_1448_p_whb","T0204030000000000","whb","ausreichendes Einkommen vorhanden","Income Is Sufficient","Income Is Sufficient","ausreichendes Einkommen vorhanden"
"_1449_p_whb","T0204030000000000","whb","sonst zu wenig Zeit fuer andere Dinge","Otherwise Insufficient Free Time","Otherwise Insufficient Free Time","sonst zu wenig Zeit fuer andere Dinge"
"_1450_p_whb","T0204030000000000","whb","Vollzeit und freie Tage","Distribution Of Work Time Per Week","Distribution Of Work Time Per Week","Vollzeit und freie Tage"
"_1451_p_whb","T0204030000000000","whb","Vormittags - andere Zeiten","Mornings - Other Times","Mornings - Other Times","Vormittags - andere Zeiten"
"_1452_p_vac","T0204040300000000","vac","Anzahl Urlaubstage letztes Jahr","Days On Holiday Last Year","Days On Holiday Last Year","Anzahl Urlaubstage letztes Jahr"
"_1453_p_vac","T0204040300000000","vac","keinen Urlaub genommen","No Holidays Off Last Year","No Holidays Off Last Year","keinen Urlaub genommen"
"_1454_p_vac","T0204040300000000","vac","jaehrlicher Urlaubsanspruch","Yearly Contracted Holidays","Yearly Contracted Holidays","jaehrlicher Urlaubsanspruch"
"_1455_p_vac","T0204040300000000","vac","kein Urlaubsanspruch","No Specified Holidays","No Specified Holidays","kein Urlaubsanspruch"
"_1456_p_prt","T0302020600000000","prt","Monatl. Betrag sonst. Unterstuetzung 89","Gross Amount Of Income-Persons Not In HH","Private transfers","Privat empfangene Transfers"
"_1457_p_tax","T0301030000000000","tax","Gemeinsame oder getrennte Veranlagung 88","Filed Jointly,Individually Two Years Ago","Filed Jointly,Individually Two Years Ago","Gemeinsame oder getrennte Veranlagung 88"
"_1458_p_tax","T0301030000000000","tax","Gesamtbetrag Lohn-, Einkommenssteuer 88","Amount Of Income Tax Paid Two Years Ago","Amount Of Income Tax Paid Two Years Ago","Gesamtbetrag Lohn-, Einkommenssteuer 88"
"_1459_p_tax","T0301030000000000","tax","Steuerbescheid 88 liegt noch nicht vor","Information Not Available Two Years Ago","Information Not Available Two Years Ago","Steuerbescheid 88 liegt noch nicht vor"
"_1460_p_gov","T0801030000000000","gov","Einschaetzung Umfang staatl. Aufgaben","Extent And Type Of State Powers","Extent And Type Of State Powers","Einschaetzung Umfang staatl. Aufgaben"
"_1461_p_fhf","T0407000000000000","fhf","gemeinsame Wohnung seit...","Year Moved In Together","Year Moved In Together","gemeinsame Wohnung seit..."
"_1462_p_fhf","T0407000000000000","fhf","Getrennte Wohnungen","Live Apart","Live Apart","Getrennte Wohnungen"
"_1464_p_tim","T0901000000000000","tim","Fernsehen, Video","Hours Per Weekday On TV","Hours Per Weekday On TV","Fernsehen, Video"
"_1468_p_ltm","T0901000000000000","tim","Sonstige Hobbies Std., Sonntag","Hours Sunday Other Hobbies","Hours Sunday On TV","Fernsehen, Video"
"_1469_p_wkc","T0203040100000000","wkc","Regelmaessige Nachtarbeit","Job Requires Regular Night Work","Job Requires Regular Night Work","Regelmaessige Nachtarbeit"
"_1470_p_saf","T0705030000000000","saf","Resulat: bessere Kenntnisse","Paid Off In Job Knowledge","Paid Off In Job Knowledge","Resulat: bessere Kenntnisse"
"_1471_p_saf","T0705030000000000","saf","Resultat: bessere Aufstiegschancen","Paid Off In Promotion Possibilities","Paid Off In Promotion Possibilities","Resultat: bessere Aufstiegschancen"
"_1472_p_saf","T0705030000000000","saf","Resultat: mehr Verdienst","Paid Off In Greater Earnings","Paid Off In Greater Earnings","Resultat: mehr Verdienst"
"_1473_p_saf","T0705030000000000","saf","Resultat: mehr Arbeitsplatzsicherheit","Paid Off In Greater Job Security","Paid Off In Greater Job Security","Resultat: mehr Arbeitsplatzsicherheit"
"_1474_p_saf","T0705030000000000","saf","Resultat: interessantere Taetigkeit","Paid Off In More Interesting Work","Paid Off In More Interesting Work","Resultat: interessantere Taetigkeit"
"_1475_p_saf","T0705030000000000","saf","Resultat: bessere Arbeitsmarktchancen","Paid Off In Better Chances In Job Market","Paid Off In Better Chances In Job Market","Resultat: bessere Arbeitsmarktchancen"
"_1476_p_saf","T0705030000000000","saf","Resultat: sonstiges","Further Education Provided Other Pay-Off","Further Education Provided Other Pay-Off","Resultat: sonstiges"
"_1477_p_ftt","T0706010000000000","ftt","Lehrgang zu Gesundh.fragen","Lectures About Health Topics","Lectures About Health Topics","Lehrgang zu Gesundh.fragen"
"_1478_p_ftt","T0706010000000000","ftt","Lehrgang zu Kindererz.,Schule","Lectures About Raising Children","Lectures About Raising Children","Lehrgang zu Kindererz.,Schule"
"_1479_p_ftt","T0706010000000000","ftt","Lehrgang zu Partnersch.fragen","Lectures About Personal, Family Problems","Lectures About Personal, Family Problems","Lehrgang zu Partnersch.fragen"
"_1480_p_ftt","T0706010000000000","ftt","Lehrgang zu Sprachkenntnissen","Lectures About Language Skills","Lectures About Language Skills","Lehrgang zu Sprachkenntnissen"
"_1481_p_ftt","T0706010000000000","ftt","Lehrgang zu prakt.,handw. Faehigkt.","Lectures About Practical Crafts Or Trades","Lectures About Practical Crafts Or Trades","Lehrgang zu prakt.,handw. Faehigkt."
"_1482_p_ftt","T0706010000000000","ftt","Lehrgang zu kuenstl.,musikal. Faehigkt.","Lectures About Musical, Artistic Skills","Lectures About Musical, Artistic Skills","Lehrgang zu kuenstl.,musikal. Faehigkt."
"_1483_p_ftt","T0706010000000000","ftt","Lehrgang zu Versich.,Rente,Steuern","Lectures About Insurance, Taxes","Lectures About Insurance, Taxes","Lehrgang zu Versich.,Rente,Steuern"
"_1484_p_ftt","T0706010000000000","ftt","Lehrgang zu polit.,staatsbuergerl. Frage","Lectures About Politics, Citizens Rights","Lectures About Politics, Citizens Rights","Lehrgang zu polit.,staatsbuergerl. Frage"
"_1485_p_ftt","T0706010000000000","ftt","Lehrgang zu Naturwiss.,Technik","Lectures About Natural Sciences,Technology","Lectures About Natural Sciences,Technology","Lehrgang zu Naturwiss.,Technik"
"_1486_p_ftt","T0706010000000000","ftt","Lehrgang zu Umweltschutz","Lectures About Environmental Protection,","Lectures About Environmental Protection,","Lehrgang zu Umweltschutz"
"_1487_p_ftt","T0706010000000000","ftt","Lehrgang zu Sport","Lectures About Sport","Lectures About Sport","Lehrgang zu Sport"
"_1488_p_ftt","T0706010000000000","ftt","Lehrgang zu Wissen ueber Kunst,Literatur","Lectures About Art, Literature, History","Lectures About Art, Literature, History","Lehrgang zu Wissen ueber Kunst,Literatur"
"_1489_p_ftt","T0706010000000000","ftt","Lehrgang zu sonstigen Themen","Lectures About Other Topics","Lectures About Other Topics","Lehrgang zu sonstigen Themen"
"_1490_p_ftt","T0706010000000000","ftt","keine Weiterb. in diesen Themen","None Of These","None Of These","keine Weiterb. in diesen Themen"
"_1491_p_coa","T0706020000000000","coa","Besuchte Kurse sei Anfang 1988","Courses Started Previous Yr","Courses Started Previous Yr","Besuchte Kurse sei Anfang 1988"
"_1492_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 1","Reason - Useful For Job","Reason - Useful For Job","Gruende: beruflicher Nutzen, Kurs 1"
"_1493_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.1","Reason - Useful In Daily Life","Reason - Useful In Daily Life","Gruende: Kenntnisse f. prakt. Leben, K.1"
"_1494_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 1","Reason - Help Develop Creativity","Reason - Help Develop Creativity","Gruende: kreative Betaetigung, Kurs 1"
"_1495_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 3","Reason - Interested In Subject Area","Reason - Interested In Subject Area","Gruende: Interesse am Gebiet, Kurs 3"
"_1496_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 2","Reason - Useful For Job","Reason - Useful For Job","Gruende: beruflicher Nutzen, Kurs 2"
"_1497_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.2","Reason - Useful In Daily Life","Reason - Useful In Daily Life","Gruende: Kenntnisse f. prakt. Leben, K.2"
"_1498_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 2","Reason - Help Develop Creativity","Reason - Help Develop Creativity","Gruende: kreative Betaetigung, Kurs 2"
"_1499_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 2","Reason - Interested In Subject Area","Reason - Interested In Subject Area","Gruende: Interesse am Gebiet, Kurs 2"
"_1500_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 3","Reason - Useful For Job","Reason - Useful For Job","Gruende: beruflicher Nutzen, Kurs 3"
"_1501_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.3","Reason - Useful In Daily Life","Reason - Useful In Daily Life","Gruende: Kenntnisse f. prakt. Leben, K.3"
"_1502_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 3","Reason - Help Develop Creativity","Reason - Help Develop Creativity","Gruende: kreative Betaetigung, Kurs 3"
"_1503_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 3","Reason - Interested In Subject Area","Reason - Interested In Subject Area","Gruende: Interesse am Gebiet, Kurs 3"
"_1504_p_vot","T0801010000000000","vot","Einschaetzung der Idee der Demokratie","Democratic Ideal","Democratic Ideal","Einschaetzung der Idee der Demokratie"
"_1505_p_sat","T0803010000000000","sat","Zufriedenheit mit der Demokratie der BRD","Satisfied With Democratic Constitution","Satisfied With Democratic Constitution","Zufriedenheit mit der Demokratie der BRD"
"_1506_p_fju","T0802040000000000","fju","Gerechtigkeit bzgl. sich selbst","Entitlement Received Are Deserved","Entitlement Received Are Deserved","Gerechtigkeit bzgl. sich selbst"
"_1507_p_fju","T0802040000000000","fju","Gerechtigkeit bzgl. aller Buerger","German Citizen Benefits Are Equitable","German Citizen Benefits Are Equitable","Gerechtigkeit bzgl. aller Buerger"
"_1508_p_ona","T1001010200000000","ona","Aenderung Staatsangehoerigkeit seit 88","Changed Nationality Since Prev.Year","Changed Nationality Since Prev.Year","Aenderung Staatsangehoerigkeit seit 88"
"_1509_p_ona","T1001010200000000","ona","Staatsangehoerigkeit","Nationality","Nationality","Staatsangehoerigkeit"
"_1510_p_ftt","T0706010000000000","ftt","Weiterbildung, sonstiges - codiert","Further Education, Other - Coded","Further Education, Other - Coded","Weiterbildung, sonstiges - codiert"
"_1511_p_ftt","T0706010000000000","ftt","Weiterbildung, sonstiges - codiert","Further Education, Other - Coded","Further Education, Other - Coded","Weiterbildung, sonstiges - codiert"
"_1512_p_fvd","T0705020400000000","fvd","Thema, Inhalt des Kurses","Subject Matter Of Courses","Subject Matter Of Courses","Thema, Inhalt des Kurses"
"_1513_p_ftt","T0706010000000000","ftt","Sonstige Themen, Name 1","Name Of First Other Subject","Name Of First Other Subject","Sonstige Themen, Name 1"
"_1514_p_ftt","T0706010000000000","ftt","Sonstige Themen, Name 2","Name Of Second Other Subject","Name Of Second Other Subject","Sonstige Themen, Name 2"
"_1515_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 1","Letter From Question 63","Letter From Question 63","Buchstabe laut Frage 63, Kurs 1"
"_1516_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 2","Letter From Question 63","Letter From Question 63","Buchstabe laut Frage 63, Kurs 2"
"_1517_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 3","Letter From Question 63","Letter From Question 63","Buchstabe laut Frage 63, Kurs 3"
"_1518_p_olm","T0610010200000000","olm","Ersparnis Eigenarbeit Vorjahr, Betrag","Savings Of Do-It-Yourself Work Prev Yr","Savings Of Do-It-Yourself Work Prev Yr","Ersparnis Eigenarbeit Vorjahr, Betrag"
"_1519_p_olm","T0610010200000000","olm","Ersparnis Eigenarbeit Vorjahr, unb.,kA)","Savings Of Do-It-Yourself Work Unknown","Savings Of Do-It-Yourself Work Unknown","Ersparnis Eigenarbeit Vorjahr, unb.,kA)"
"_1520_p_olm","T0610010200000000","olm","Ausgaben fuer Eigenarbeit,Betrag","Expenses Of Do-It-Yourself Work Prev Yr","Expenses Of Do-It-Yourself Work Prev Yr","Ausgaben fuer Eigenarbeit,Betrag"
"_1521_p_olm","T0610010200000000","olm","Hoehe Ausgaben fuer Eigenarbeit, k.A.","Expenses Of Do-It-Yourself Work Unknown","Expenses Of Do-It-Yourself Work Unknown","Hoehe Ausgaben fuer Eigenarbeit, k.A."
"_1522_p_tjs","T0205040000000000","tjs","Stellenfindung durch innerbetr. Angebot","Job Search Through Company Job Offerings","Job Search Through Company Job Offerings","Stellenfindung durch innerbetr. Angebot"
"_1523_p_tjs","T0205040000000000","tjs","Selbstaendig gemacht","Became Self-Employed","Became Self-Employed","Selbstaendig gemacht"
"_1524_p_who","T0204010200000000","who","Wunsch mehr-weniger Ueberstunden","Desires More/Less Overtime","Desires More/Less Overtime","Wunsch mehr-weniger Ueberstunden"
"_1525_p_sav","T0305040000000000","sav","Besitz von Praemiensparvertraegen","Indexed Savings Agreement Previous Yr","Indexed Savings Agreement Previous Yr","Besitz von Praemiensparvertraegen"
"_1526_p_sav","T0305040000000000","sav","Besitz von Bausparvertraegen","Savings: Building Society Previous Yr","Savings: Building Society Previous Yr","Besitz von Bausparvertraegen"
"_1527_p_pri","T0304020600000000","pri","Besitz von Lebensversicherungsvertraegen","Life Insurance Previous Yr","Life Insurance Previous Yr","Besitz von Lebensversicherungsvertraegen"
"_1528_p_sav","T0305040000000000","sav","Vermoegensbildungsgesetz: Sonst. Sparen","Other Savings Previous Yr","Other Savings Previous Yr","Vermoegensbildungsgesetz: Sonst. Sparen"
"_1529_p_sav","T0305040000000000","sav","Kein Sparen mit Vermoegensbildungsgesetz","No Savings Previous Yr","No Savings Previous Yr","Kein Sparen mit Vermoegensbildungsgesetz"
"_1530_p_ipp","T0304020601000000","ipp","Vermoegen als zusaetz. Altersvorsorge","Insured By Pension And Other Assets","Insured By Pension And Other Assets","Vermoegen als zusaetz. Altersvorsorge"
"_1531_p_ipp","T0304020601000000","ipp","Vermoegen fuer Lebensunterhalt,im Alter","Assets For Subsistence","Assets For Subsistence","Vermoegen fuer Lebensunterhalt,im Alter"
"_1532_p_ipp","T0304020601000000","ipp","Vermoegen fuer schoeneren Lebensabend","Assets For Retirement Years","Assets For Retirement Years","Vermoegen fuer schoeneren Lebensabend"
"_1533_p_ipp","T0304020601000000","ipp","Vermoegen fuer Not-, Pflegefall im Alter","Provisions Against Sickness And Hardship","Provisions Against Sickness And Hardship","Vermoegen fuer Not-, Pflegefall im Alter"
"_1534_p_ipp","T0304020601000000","ipp","Vermoegen fuer die Erben","Assets To Leave As Inheritance","Assets To Leave As Inheritance","Vermoegen fuer die Erben"
"_1535_p_whb","T0204030000000000","whb","geeigneter Arbeitsplatz fehlt","Suitable Job Not Found","Suitable Job Not Found","geeigneter Arbeitsplatz fehlt"
"_1536_p_whb","T0204030000000000","whb","wegen Kindererziehung","Because Has To Raise Children","Because Has To Raise Children","wegen Kindererziehung"
"_1537_p_whb","T0204030000000000","whb","sonstige Gruende fuer Teilzeitarbeit","Other Reasons For Part-Time Work","Other Reasons For Part-Time Work","sonstige Gruende fuer Teilzeitarbeit"
"_1538_p_hco","T0501010000000000","hco","Alter der Befragungsperson","Age Of Person Surveyed","Age Of Person Surveyed","Alter der Befragungsperson"
"_1539_p_pow","T0207030000000000","pow","Erwartetes Rentenalter","Anticipated Age Of Retirement","Anticipated Age Of Retirement","Erwartetes Rentenalter"
"_1540_p_pow","T0207030000000000","pow","Erwartetes Rentenalter,unbekannt","Anticipated Age Of Retirement Is Unknown","Anticipated Age Of Retirement Is Unknown","Erwartetes Rentenalter,unbekannt"
"_1541_p_pow","T0207030000000000","pow","Grund fuer Ruhestand: Gesundheit","Will Retire Due To Health","Will Retire Due To Health","Grund fuer Ruhestand: Gesundheit"
"_1542_p_pow","T0207030000000000","pow","Grund fuer Ruhestand: Betrieb","Will Retire Early Because Firm Favors It","Will Retire Early Because Firm Favors It","Grund fuer Ruhestand: Betrieb"
