"study","dataset","variable","label","concept"
"soep-fid","f10pkal","f10p1g002","In School, College Feb 2009","kal1g002"
"soep-fid","f10pkal","f10p1g003","In School, College Mar 2009","kal1g003"
"soep-fid","f10pkal","f10p1g004","In School, College Apr 2009","kal1g004"
"soep-fid","f10pkal","f10p1g005","In School, College May 2009","kal1g005"
"soep-fid","f10pkal","f10p1g006","In School, College Jun 2009","kal1g006"
"soep-fid","f10pkal","f10p1g007","In School, College Jul 2009","kal1g007"
"soep-fid","f10pkal","f10p1g008","In School, College Aug 2009","kal1g008"
"soep-fid","f10pkal","f10p1g009","In School, College Sep 2009","kal1g009"
"soep-fid","f10pkal","f10p1g01","In School, College In Prev. Yr.","kal1g01"
"soep-fid","f10eltern6","f10e611a","Schulnote Deutsch","e6not1"
"soep-fid","f10eltern6","f10e611b","Schulnote Mathematik","e6not2"
"soep-fid","f10pkal","f10p1g02","In School, College No. Months Prev. Yr.","kal1g02"
"soep-fid","f10pkal","f10p1h","Military, Civ. Service Jan-Dec 2009","kal1h"
"soep-fid","f10pkal","f10p1h001","Military, Com. Service Jan 2009","kal1h001"
"soep-fid","f10pkal","f10p1h002","Military, Com. Service Feb 2009","kal1h002"
"soep-fid","f10pkal","f10p1h003","Military, Com. Service Mar 2009","kal1h003"
"soep-fid","f10pkal","f10p1h004","Military, Com. Service Apr 2009","kal1h004"
"soep-fid","f10pkal","f10p1h005","Military, Com. Service May 2009","kal1h005"
"soep-fid","f10eltern6","f10e613h","Kind versteht sich gut mit Klassenkameraden (nur SC2010)","e5sch21"
"soep-fid","f10eltern6","f10e613i","Kind kommt mit Lehrer/in gut aus (nur SC2010)","e5sch24"
"soep-fid","f10eltern6","f10e616a","Krankenhausaufenthalt letzte 12 Monate","e6ges1"
"soep-fid","f10eltern6","f10e616b","Dauer Krankenhausaufent i. d. letzten 12 Mon. in Tg","e6ges2"
"soep-fid","f10eltern6","f10e617a","Aerztl. Hilfe i. d. letzten 3 Monaten","e6arz1"
"soep-fid","f10eltern6","f10e617b","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","e6arz2"
"soep-fid","f10pkal","f10p1i006","Full-Time Housework Jun 2009","kal1i006"
"soep-fid","f10pkal","f10p1i007","Full-Time Housework Jul 2009","kal1i007"
"soep-fid","f10pkal","f10p1i008","Full-Time Housework Aug 2009","kal1i008"
"soep-fid","f10pkal","f10p1i009","Full-Time Housework Sep 2009","kal1i009"
"soep-fid","f10pkal","f10p1i01","Full-Time Housework In Prev. Yr.","kal1i01"
"soep-fid","f10pkal","f10p1k","Short-Time working Jan-Dec 2009","fid_"
"soep-fid","f10pkal","f10p1k001","Short-Time Working Jan 2009","kal1k001"
"soep-fid","f10pkal","f10p1k002","Short-Time Working Feb 2009","kal1k002"
"soep-fid","f10pkal","f10p1k003","Short-Time Working Mar 2009","kal1k003"
"soep-fid","f10pkal","f10p1k004","Short-Time Working Apr 2009","kal1k004"
"soep-fid","f10pkal","f10p1k005","Short-Time Working May 2009","kal1k005"
"soep-fid","f10pkal","f10p1k006","Short-Time Working Jun 2009","kal1k006"
"soep-fid","f10pkal","f10p1k007","Short-Time Working Jul 2009","kal1k007"
"soep-fid","f10pkal","f10p1k008","Short-Time Working Aug 2009","kal1k008"
"soep-fid","f10pkal","f10p1k009","Short-Time Working Sep 2009","kal1k009"
"soep-fid","f10pkal","f10p1k01","Short time work Prev. Yr.","kal1k01"
"soep-fid","f10pkal","f10p1k010","Short-Time Working Oct 2009","kal1k010"
"soep-fid","f10pkal","f10p1k011","Short-Time Working Nov 2009","kal1k011"
"soep-fid","f10pkal","f10p1k012","Short-Time Working Dec 2009","kal1k012"
"soep-fid","f10pkal","f10p1k02","Short time work no. Months Prev. Yr.","kal1k02"
"soep-fid","f10pkal","f10p1m","On-the Job Training, Retraining Jan-Dec 2009","kal1m"
"soep-fid","f10pkal","f10p1m001","On-the-Job Training, Retraining Jan 2009","kal1m001"
"soep-fid","f10pkal","f10p1m002","On-the-Job Training, Retraining Feb 2009","kal1m002"
"soep-fid","f10pkal","f10p1m003","On-the-Job Training, Retraining Mar 2009","kal1m003"
"soep-fid","f10pkal","f10p1m004","On-the-Job Training, Retraining Apr 2009","kal1m004"
"soep-fid","f10pkal","f10p1m005","On-the-Job Training, Retraining May 2009","kal1m005"
"soep-fid","f10pkal","f10p1m006","On-the-Job Training, Retraining Jun 2009","kal1m006"
"soep-fid","f10pkal","f10p1m007","On-the-Job Training, Retraining Jul 2009","kal1m007"
"soep-fid","f10pkal","f10p1m008","On-the-Job Training, Retraining Aug 2009","kal1m008"
"soep-fid","f10eltern6","f10e627","Kind erhaelt Taschengeld","e6tg1"
"soep-fid","f10eltern6","f10e628a","Hoehe des Taschengeldes woechentl.","e6tg2"
"soep-fid","f10eltern6","f10e628b","Hoehe des Taschengeldes monatl.","e6tg3"
"soep-fid","f10eltern6","f10e6inta","Art des Interviews","e6form"
"soep-fid","f10pkal","f10p1n008","Mini-Job (up to 400 EUR) Aug 2009","kal1n008"
"soep-fid","f10eltern6","f10e6pnr","Lfde Personen-Nr. des Kindes","e6pnr"
"soep-fid","f10eltern6","f10e6pnrm","Lfde Personen-Nr. des Elternteils","pnr"
"soep-fid","f10pkal","f10p1n010","Mini-Job (up to 400 EUR) Oct 2009","kal1n010"
"soep-fid","f10pkal","f10p1n011","Mini-Job (up to 400 EUR) Nov 2009","kal1n011"
"soep-fid","f10pkal","f10p1n012","Mini-Job (up to 400 EUR) Dec 2009","kal1n012"
"soep-fid","f10pkal","f10p1n02","Mini-Job (up to 400 EUR) No. Months Prev. Yr.","kal1n02"
"soep-fid","f10pkal","f10p2a01","Wages, Salary 2009","kal2a01"
"soep-fid","f10pkal","f10p2a03","Wages, Salary Amount 2009","kal2a03"
"soep-fid","f10pkal","f10p2a04","Wages, Salary Amount 2009","kal2a04"
"soep-fid","f10pkal","f10p2b01","Self-Employment Income 2009 NET","kal2b01"
"soep-fid","f10pkal","f10p2b02","Self-Employment Income Months 2009","kal2b02"
"soep-fid","f10pkal","f10p2b03","Self-Employment Income Amount 2009","kal2b03"
"soep-fid","f10pkal","f10p2b04","Self-Employment Income Amount 2009 NET","kal2b04"
"soep-fid","f10pkal","f10p2c01","Second Job Income 2009","kal2c01"
"soep-fid","f10pkal","f10p2c02","Second Job Income Months 2009","kal2c02"
"soep-fid","f10pkal","f10p2c03","Second Job Income Amount 2009","kal2c03"
"soep-fid","f10pkal","f10p2d01","Old-Age, Invalid Pension 2009","kal2d01"
"soep-fid","f10pkal","f10p2d02","Old-Age, Invalid Pension Months 2009","kal2d02"
"soep-fid","f10pkal","f10p2d03","Old-Age, Invalid Pension Amount 2009","kal2d03"
"soep-fid","f10pkal","f10p2e01","Widow-Er, Orphan Benefit 2009","kal2e01"
"soep-fid","f10pkal","f10p2e02","Widow-Er, Orphan Benefit Months 2009","kal2e02"
"soep-fid","f10pkal","f10p2e03","Widow-Er, Orphan Benefit Amount 2009","kal2e03"
"soep-fid","f11eltern6","f11e611a","Schulnote Deutsch","e6not1"
"soep-fid","f11eltern6","f11e611b","Schulnote Mathematik","e6not2"
"soep-fid","f10pkal","f10p2h01","Subsistence Allowance 2009","kal2h01"
"soep-fid","f10pkal","f10p2h02","Subsistence Allowance Months 2009","kal2h02"
"soep-fid","f10pkal","f10p2h03","Subsistence Allowance Amount 2009","kal2h03"
"soep-fid","f10pkal","f10p2j01","Maternity Benefit 2009","kal2j01"
"soep-fid","f10pkal","f10p2j02","Maternity Benefit Months 2009","kal2j02"
"soep-fid","f10pkal","f10p2j03","Maternity Benefit Amount 2009","kal2j03"
"soep-fid","f10pkal","f10p2k01","Sudent Grant 2009","kal2k01"
"soep-fid","f11eltern6","f11e616a","Krankenhausaufenthalt letzte 12 Monate","e6ges1"
"soep-fid","f11eltern6","f11e616b","Dauer Krankenhausaufent i. d. letzten 12 Mon. in Tg","e6ges2"
"soep-fid","f11eltern6","f11e617a","Aerztl. Hilfe i. d. letzten 3 Monaten","e6arz1"
"soep-fid","f11eltern6","f11e617b","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","e6arz2"
"soep-fid","f10pkal","f10p2v01","Payments from the Advance Payment of Maintenance Act 2009","kal2t01"
"soep-fid","f11luecke","f11l001a","Geburtsjahr","ppgeb"
"soep-fid","f11luecke","f11l001b","Geburtsmonat","pgebmo"
"soep-fid","f11eltern5","f11e505a","Krankenhausaufenthalt letzte 12 Monate","e5ges1"
"soep-fid","f11eltern5","f11e505b","Dauer Krankenhausaufent i.d.letzten 12 Mon.in Tg","e5ges2"
"soep-fid","f12eltern2","f12e210a","Anzahl aerztl. Hilfe erste 3 Monate","e2arz2"
"soep-fid","f12eltern2","f12e211a","Krankenhaus erste 3 Monate","e2ges1"
"soep-fid","f12jugend","f12j012c","Wichtigkeit Bruder, Schwester","jwich3"
"soep-fid","f12jugend","f12j014g","Mutter zeigt Anerkennung","jbez4m"
"soep-fid","f12jugend","f12j014h","Vater zeigt Anerkennung","jbez4v"
"soep-fid","f12jugend","f12j014i","Probleme mit Mutter werden gemeinsam geloest","jbez5m"
"soep-fid","f12eltern2","f12e2pnrm","Laufende Personennummer der Mutter/des Vaters","pnr"
"soep-fid","f12jugend","f12j014p","Vater begruendet Entscheidungen","jbez8v"
"soep-fid","f12jugend","f12j014q","Mutter zeigt Liebe","jbez9m"
"soep-fid","f12jugend","f12j014r","Vater zeigt Liebe","jbez9v"
"soep-fid","f12jugend","f12j015a","Haeufigkeit Fernsehen, Video","jfz01"
"soep-fid","f12jugend","f12j015b","Haeufigkeit Computerspiele","jfz02"
"soep-fid","f12jugend","f12j015c","Haeufigkeit im Internet","jfz14"
"soep-fid","f11eltern2","f11e211b","Anzahl Tage Krankenhaus","e2ges2"
"soep-fid","f12jugend","f12j015e","Haeufigkeit Musik machen","jfz04"
"soep-fid","f12jugend","f12j037g","Niveau Deutsch","jsch3a"
"soep-fid","f12jugend","f12j039b","Klassenstufe 2. Wdhg.","jwied3"
"soep-fid","f12jugend","f12j040","Bezahlte Nachhilfe","jnach"
"soep-fid","f12jugend","f12j041","Eltern kuemmern sich um Leistg","jelt1"
"soep-fid","f12jugend","f12j042","Eltern unterst. Lernen","jelt2"
"soep-fid","f12jugend","f12j043","Probleme mit Elt. Wegen Schulleistg","jelt3"
"soep-fid","f12jugend","f12j044c","Eltern suchen Lehrer auf","jelt6"
"soep-fid","f12jugend","f12j044d","Eltern sind Elternvertreter","jelt7"
"soep-fid","f12jugend","f12j044e","Eltern machen nichts davon","jelt8"
"soep-fid","f12jugend","f12j045","Anzahl auslaend. Mitschueler","jausl"
"soep-fid","f12jugend","f12j046","Berufl. Ausbildung, Praktikum, Lehrgang","jaus01"
"soep-fid","f12jugend","f12j047a1","Berufsgrundschuljahr","jaus02"
"soep-fid","f12jugend","f12j047a2","Berufsschuljahr reg. beendet","jaus02a"
"soep-fid","f12jugend","f12j047b1","Berufl. Eingliederungslehrgang","jaus03"
"soep-fid","f12jugend","f12j047b2","Berufl. Eingliederungslehrgang regulaer beendet","jaus03a"
"soep-fid","hbrutt11_fid","intid","Interviewer-Nummer","w11intnr"
"soep-fid","f12jugend","f12j049h","Angestrebte Ausbildung Gesamt k.A.","jauska"
"soep-fid","f12jugend","f12j055a","Sichere Stellung wichtig","jber08"
"soep-fid","f12jugend","f12j055b","Hohes Einkommen wichtig","jber09"
"soep-fid","f12jugend","f12j055h","Kontakt wichtig","jber15"
"soep-fid","f12jugend","f12j055i","Fuer Gesellschaft wichtig","jber16"
"soep-fid","f12jugend","f12j055j","Arbeitsbedingungen  wichtig","jber17"
"soep-fid","f12jugend","f12j055k","Zeit fuer Familie wichtig","jber18"
"soep-fid","f12jugend","f12j055l","Anderen Helfen wichtig","jber19"
"soep-fid","f11h","f11h043a","Kommunale Verguenstigungen fuer Geringverdiener","hvergl1"
"soep-fid","f11h","f11h044z5","Bildungspaket (Hartz IV): Lernfoerderung","hger5"
"soep-fid","f11h","f11h044z6","Bildungspaket (Hartz IV): Mittagessen","hger6"
"soep-fid","f11h","f11h043b","Schulbedarfspaket fuer Geringverdiener","hvergl2"
"soep-fid","f11h","f11h043c","Zuschuesse fuer Klassenfahrten fuer Geringverdiener","hvergl3"
"soep-fid","f11h","f11h043d","Keine Verguenstigungen fuer Geringverdiener","hvergl4"
"soep-fid","f11h","f11h044z1","Bildungspaket (Hartz IV): Klassenfahrten","hger1"
"soep-fid","f11h","f11h044z2","Bildungspaket (Hartz IV): Schulausfluege","hger2"
"soep-fid","f11h","f11h044z3","Bildungspaket (Hartz IV): pers. Schulbedarf","hger3"
"soep-fid","f11h","f11h044z4","Bildungspaket (Hartz IV): Befoerd. z. Schule","hger4"
"soep-fid","f11h","f11h044z7","Bildungspaket (Hartz IV): Vereins- o. Mitgliedsbeitr.","hger7"
"soep-fid","f11h","f11h044z8","Bildungspaket (Hartz IV): Komm. Verguenst.","hger8"
"soep-fid","f11h","f11h044z9","Bildungspaket (Hartz IV): Nichts davon","hgerno"
"soep-fid","f11h","f11h046b","Unterhalt geleistet Hoehe","hunt4"
"soep-fid","f11h","f11h048a","Verhaeltnis Einnahmen zu Ausgaben","hspar3"
"soep-fid","f11h","f11h048b","Einnahmeueberschuss jaehrlich Hoehe","hspar4"
"soep-fid","f11h","f11h048d","Ausgabenueberschuss jaehrlich Hoehe","hspar6"
"soep-fid","f11h","f11h048f","Art der Deckung des Fehlbetrages","hspar8"
"soep-fid","f11h","f11h074a1","Auto im HH","hi01"
"soep-fid","f11h","f11h074b2","Motorrad, Moped Anschafffung","hi02a"
"soep-fid","f11h","f11h074b3","Motorrad, Moped Anschaffung Kosten","hi02b"
"soep-fid","f11h","f11h074c1","Mikrowelle im HH","hi09"
"soep-fid","f11h","f11h074c2","Mikrowelle Anschafffung","hi09a"
"soep-fid","f11h","f11h074c3","Mikrowelle Anschaffung Kosten","hi09b"
"soep-fid","f11h","f11h074d1","Geschirrspuelmaschine im HH","hi10"
"soep-fid","f11h","f11h074d3","Geschirrspuelmaschine Anschaffung Kosten","hi10b"
"soep-fid","f11h","f11h074e1","Tiefkuehltruhe im HH","hi18"
"soep-fid","f11h","f11h074e2","Tiefkuehltruhe Anschafffung","hi18a"
"soep-fid","f11h","f11h074e3","Tiefkuehltruhe Anschaffung Kosten","hi18b"
"soep-fid","f11h","f11h074f1","Waschmaschine im HH","hi11"
"soep-fid","f12eltern2","f12e211b","Anzahl Tage Krankenhaus","e2ges2"
"soep-fid","f12eltern2","f12e212b","Monate Kind gestillt","e2stil2"
"soep-fid","f12eltern2","f12e213b","Erstmals bei Untersuchung U","e2storu"
"soep-fid","f11h","f11h074g2","Waeschetrockner Anschafffung","hi19a"
"soep-fid","f11h","f11h074o2","Telefon(Festnetz) Anschafffung","hi12a"
"soep-fid","f11h","f11h074o3","Telefon(Festnetz) Anschaffung Kosten","hi12b"
"soep-fid","f11h","f11h074p1","Handy (Mobiltelefon) im HH","hi13"
"soep-fid","f11h","f11h074p2","Handy (Mobiltelefon) Anschafffung","hi13a"
"soep-fid","f11h","f11h074p3","Handy (Mobiltelefon) Anschaffung Kosten","hi13b"
"soep-fid","f11h","f11h074q1","Faxgeraet im HH","hi14"
"soep-fid","f11h","f11h074q2","Faxgeraet Anschafffung","hi14a"
"soep-fid","f11h","f11h074r1","ISDN-Anschluss im HH","hi15"
"soep-fid","f11h","f11h074r3","ISDN-Anschluss Anschaffung Kosten","hi15b"
"soep-fid","f11h","f11h074s1","Ferienhaus/-wohnung im HH","hi20"
"soep-fid","f11eltern2","f11e216a","Krankenhausaufenthalt letzte 12 Monate","e2ges3"
"soep-fid","f11eltern2","f11e216b","Anzahl Tage im KH letzte 12 Monate","e2ges4"
"soep-fid","f11eltern2","f11e217a","Aerztliche Hilfe letzte 3 Monate","e2arz1"
"soep-fid","f11eltern2","f11e217b","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","e2arz2a"
"soep-fid","f11h","f11h075a3","Ausgaben lebensmittel jaehrlich","haus01c"
"soep-fid","f11h","f11h075a4","Ausgaben lebensmittel k.A.","haus01ka"
"soep-fid","f11h","f11h075b1","Ausgaben Speisen/Getraenke ausser Haus","haus02a"
"soep-fid","f11h","f11h075b2","Ausgaben Speisen/Getraenke ausser Haus monatlich","haus02b"
"soep-fid","f11h","f11h075b3","Ausgaben Speisen/Getraenke ausser Haus jaehrlich","haus02c"
"soep-fid","f11h","f11h075b4","Ausgaben Speisen/Getraenke ausser Haus k.A.","haus02ka"
"soep-fid","f11h","f11h075c3","Ausgaben Bekleidung/Schuhe jaehrlich","haus03c"
"soep-fid","f11h","f11h075c4","Ausgaben Bekleidung/Schuhe k.A.","haus03ka"
"soep-fid","f11h","f11h075d1","Ausgaben Koerperpflege/Kosmetik/Friseur","haus04a"
"soep-fid","f11h","f11h075d2","Ausgaben Koerperpflege/Kosmetik/Friseur monatlich","haus04b"
"soep-fid","f11h","f11h075i3","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere jaehrlich","haus09c"
"soep-fid","f11h","f11h075i4","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere k.A.","haus09ka"
"soep-fid","f11h","f11h075j1","Ausgaben Urlaub","haus10a"
"soep-fid","f11h","f11h075j2","Ausgaben Urlaub monatlich","haus10b"
"soep-fid","f11h","f11h075j4","Ausgaben Urlaub k.A.","haus10ka"
"soep-fid","f11h","f11h075k1","Ausgaben lebens-/Rentenversicherung","haus11a"
"soep-fid","f11h","f11h075k2","Ausgaben lebens-/Rentenversicherung monatlich","haus11b"
"soep-fid","f11h","f11h075k3","Ausgaben lebens-/Rentenversicherung jaehrlich","haus11c"
"soep-fid","f11h","f11h075l1","Ausgaben andere Versicherungen","haus12a"
"soep-fid","f11h","f11h075l2","Ausgaben andere Versicherungen monatlich","haus12b"
"soep-fid","f11h","f11h075n4","Ausgaben Verkehrsmittel k.A.","haus14ka"
"soep-fid","f11h","f11h075o1","Ausgaben Moebel, HH-Geraete","haus15a"
"soep-fid","f11h","f11h075o2","Ausgaben Moebel, HH-Geraete monatlich","haus15b"
"soep-fid","f11h","f11h075o3","Ausgaben Moebel, HH-Geraete jaehrlich","haus15c"
"soep-fid","f11h","f11h075o4","Ausgaben Moebel, HH-Geraete k.A.","haus15ka"
"soep-fid","f11h","f11h075p1","Ausgaben Sonstige Ausgaben","haus16a"
"soep-fid","f11h","f11h001b1","Gruende fuer Umzug: Kuendigung durch Vermieter","humz01"
"soep-fid","f11h","f11h001b4","Gruende fuer Umzug: Berufliche Gruende","humz04"
"soep-fid","f11h","f11h001b10","Gruende fuer Umzug: bish. Whg. zu gross","humz10"
"soep-fid","f11h","f11h001b11","Gruende fuer Umzug: bish. Wohnkosten zu hoch","humz11"
"soep-fid","f11h","f11h001b12","Gruende fuer Umzug: schlechte Ausstattung bish. Whg.","humz12"
"soep-fid","f11h","f11h001b13","Gruende fuer Umzug: schlechte Lage bish. Whg.","humz13"
"soep-fid","f11h","f11h001b16","Gruende fuer Umzug: bish. Whg. nicht alten/behindertengerecht","humz16"
"soep-fid","f11h","f11h001b14","Gruende fuer Umzug: schlechtes Umfeld bish. Whg.","humz14"
"soep-fid","f11h","f11h001b15","Gruende fuer Umzug: sonstiger Grund","humz15"
"soep-fid","f11eltern6","f11e627","Kind erhaelt Taschengeld","e6tg1"
"soep-fid","f11eltern6","f11e628a","Hoehe des Taschengeldes woechentl.","e6tg2"
"soep-fid","f11eltern6","f11e628b","Hoehe des Taschengeldes monatl.","e6tg3"
"soep-fid","f11eltern6","f11e6inta","Art des Interviews","e6form"
"soep-fid","f11h","f11h005a","Baujahr des Hauses","hwohn09"
"soep-fid","f11eltern6","f11e6pnr","Lfde Personen-Nr. des Kindes","e6pnr"
"soep-fid","f11eltern6","f11e6pnrm","Lfde Personen-Nr. des Elternteils","pnr"
"soep-fid","f11luecke","f11l001c","Geschlecht","psex"
"soep-fid","f11h","f11h009","Zustand des Hauses in dem man wohnt","hzus"
"soep-fid","f11h","f11h010g","Wohnung mit Keller,Abstellraeume","hwohn16"
"soep-fid","f11h","f11h014a","Hoehe der monatlichen Miete","hm04"
"soep-fid","f11h","f11h038g","Keine Wertanlagen Vorjahr","hwa7"
"soep-fid","f11h","f11h038h","Verluste steuerlich absetzen","hwa8"
"soep-fid","f11h","f11h038j","Wertanlagen k.A.","hwaka"
"soep-fid","f11h","f11h042a1","Kindergeldbezug letztes Jahr","hlkg1"
"soep-fid","f11h","f11h042d1","Leistungen der Pflegeversicherung Vorjahr","hlpg1"
"soep-fid","f11h","f11h044a2","Kindergeldbezug heute Betrag","hdkg2"
"soep-fid","f11h","f11h044d1","Pflegevers. leistungen","hdno"
"soep-fid","f11h","f11h044d2","Pflegevers. Betrag","hdpg2"
"soep-fid","f11h","f11h044e1","Hilfe Lebensunterhalt heute","hdsh1"
"soep-fid","f11h","f11h044e2","Hilfe Lebensunterhalt heute Betrag","hdsh2"
"soep-fid","f11h","f11h044f1","Alter/Erwerbsminderung heute","hdgs1"
"soep-fid","f11h","f11h044f2","Alter/Erwerbsminderung heute Betrag","hdgs2"
"soep-fid","f11h","f11h044g1","Wohngeldbezug heute","hdwg1"
"soep-fid","f11h","f11h044g2","Wohngeldbezug heute Betrag","hdwg2"
"soep-fid","f11h","f11h045a","HH-Nettoeinkommen","hnetto"
"soep-fid","f11h","f11h045b","HH-Nettoeinkommensgruppen, nur CAPI","znetto"
"soep-fid","f11h","f11h047a","Sparbetrag monatlich","hspar1"
"soep-fid","f11h","f11h047b","Sparbetrag monatlich Hoehe","hspar2"
"soep-fid","f11h","f11h049","Hilfe-,Pflegebeduerft. Person im HH","hpfleg"
"soep-fid","f11h","f11h050a","PNR hilfebeduerfige Person","hpnr"
"soep-fid","f11h","f11h050b","Hilfe bei Besorgungen ausser HH","hhil1"
"soep-fid","f11h","f11h050c","Hilfe bei Haushaltsfuehrung","hhil2"
"soep-fid","f11h","f11h050d","Hilfe bei einfacher Pflegetaetigkeit","hhil3"
"soep-fid","f11h","f11h050e","Hilfe bei schwieriger Pflegetaetigkeit","hhil4"
"soep-fid","f11h","f11h050f","Hilfe k.A.","hhilka"
"soep-fid","f11h","f11h051a","Leistungen der Pflegeversicherung","hpl"
"soep-fid","f11h","f11h051b","Pflegestufe","hpstuf"
"soep-fid","f11h","f11h052a","Weitere Pflegebeduerftige Personen in HH","hpfleg2"
"soep-fid","f11h","f11h052b","Weitere Pflegebeduerftige Personen in HH Anzahl","hpfleg3"
"soep-fid","f11h","f11h053a","Kosten durch Pflege","hpfleg4"
"soep-fid","f10lela","f10l014a","Religionszugehoerigkeit","prel"
"soep-fid","f10lela","f10l013","Umgangssprache","pna04"
"soep-fid","f10p","f10p040","Arbeitszeitregelung","preg"
"soep-fid","f10p","f10p043a","Abendarbeit","paz15"
"soep-fid","f10p","f10p043b","Nachtarbeit","paz16"
"soep-fid","f10p","f10p044a","Samstagsarbeit","paz17"
"soep-fid","f10p","f10p044b","Sonntagsarbeit","paz18"
"soep-fid","f10lela","f10l004","Zuzug in BRD","lzug01"
"soep-fid","f10lela","f10l005","Zuwanderergruppe","lzug02"
"soep-fid","f10lela","f10l023b","Jahr letzter Schulbesuch","lsab1"
"soep-fid","f10lela","f10l023c","Gehe noch zur Schule","lsab2"
"soep-fid","f10lela","f10l024","Land letzter Schulbesuch","lsab3"
"soep-fid","f10lela","f10l025","Dauer Schulbesuch im Ausland (in Jahren)","lsab4"
"soep-fid","f10lela","f10l026","Schulabschluss","lsab5"
"soep-fid","f10lela","f10l027","BuLa Schulbesuch, Code","lbund"
