"concept","label","topic"
"jfz04","Haeufigkeit Musik machen","T0704010000000000"
"jfz05","Haeufigkeit Sport treiben","T0704010000000000"
"jfz06","Haeufigkeit tanzen, Theater spielen","T0704010000000000"
"jfz07","Haeufigkeit technische Arbeiten, programmieren","T0704010000000000"
"jfz08","Haeufigkeit lesen","T0704010000000000"
"jfz09","Haeufigkeit ehrenamtliche Taetigkeit","T0704010000000000"
"jfz10","Haeufigkeit nichts tun, traeumen","T0704010000000000"
"jfz11","Haeufigkeit mit festem Freund,-in zusammensein","T0704010000000000"
"jfz12","Haeufigkeit mit bestem Freund,-in zusammensein","T0704010000000000"
"jfz13","Haeufigkeit mit Clique zusammensein","T0704010000000000"
"jfz14","Haeufigkeit im Internet","T0704010000000000"
"jfz15","Haeufigkeit Jugendzentrum, Freizeitheim","T0704010000000000"
"jfz16","Haeufigkeit Kirchgang, religioese Veranstaltungen","T0704010000000000"
"jgeb","Geburtsjahr","T0101000000000000"
"jgebmo","Geburtsmonat","T0101000000000000"
"jgef1","Haeufigkeit aergerlich letzte 4 Wochen","T0704010000000000"
"jgef2","Haeufigkeit aengstlich letzte 4 Wochen","T0704010000000000"
"jgef3","Haeufigkeit gleucklich letzte 4 Wochen","T0704010000000000"
"jgef4","Haeufigkeit traurig letzte 4 Wochen","T0704010000000000"
"jgeka","Geschwister: Gesamt k.A.",""
"jges","Gesundheitszustand","T0501010000000000"
"jgesch1","Geschwister ja/nein",""
"jgesch2","Anzahl Brueder",""
"jgesch3","Anzahl Schwestern",""
"jgesch4","Zwillingsschwester, -bruder",""
"jgr","Koerpergroesse (cm)",""
"jjob1","Eigener Verdienst",""
"jjob2","Art Verdienst",""
"jjob3","Frueher schon gejobbt",""
"jjob4","Alter erster Job",""
"jjob5","Gruende fuer Jobben",""
"jkh01","Ort der Kindheit",""
"jkh02","Gleicher Wohnort seit Kindheit",""
"jkh03","Anz. Jahre leben b. leiblichen Eltern",""
"jkh06","Anz. Jahre leben b. alleinst. Vater",""
"jkh07","Anz. Jahre leben b. Vater mit Partnerin",""
"jkh08","Anz. Jahre leben b. anderen Verwandten",""
"jkh09","Anz. Jahre leben b. Pflegeeltern",""
"jkh10","Anz. Jahre leben im Heim",""
"jkhka","Anz. Jahre leben b.: Gesamt k.A.",""
"jkilo","Gewicht (kg)","T0501100000000000"
"jkind","Gluecklichsein nur mit Kindern?",""
"jleist1","Zufriedenheit mit Schulleistg gesamt","T0803010000000000"
"jleist2","Zufriedenheit mit Deutschleistg","T0803010000000000"
"jleist3","Zufriedenheit mit Matheleistg","T0803010000000000"
"jleist4","Zufriedenheit mit 1. Fremdspr.leistg","T0803010000000000"
"jm01","Wo lebt die Mutter",""
"jm02","Todesjahr - Mutter","T0501010000000000"
"jm03","Geburtsjahr - Mutter","T0101000000000000"
"jm03a","Mutter in Deutschland geboren",""
"jm03bnr","Geburtsland Mutter","T1001010200000000"
"jm04","Mutter deutsche Staatsbuergerin",""
"jm05","Schulabschluss Mutter",""
"jm06","Mutter: berufl. Ausb., Studium abgeschl.",""
"jm08","Mutter: Art Arbeiterin",""
"jm09","Mutter: Art Angestellte",""
"jm10","Mutter: Art Beamte",""
"jm11","Mutter: Art Selbstaendige",""
"jm12","Mutter: nicht erwerbstaetig",""
"jm13","Mutter: Religion, Konfession",""
"jmus1","Aktives Musizieren",""
"jmus2","Stilrichtung der Musikausuebung",""
"jmus3","Musizieren allein, in Orchester oder Band",""
"jmus4","Alter Beginn Musikunterricht",""
"jmus5","Bezahlter Musikunterricht",""
"jmusp1","Muttersprache deutsch: beide Eltern",""
"jmusp2","Sprechkompetenz: deutsch",""
"jmusp3","Schreibkompetenz: deutsch",""
"jmusp4","Sprechkompetenz: Herkunfts-,Elternsprache",""
"jmusp5","Schreibkompetenz: Herkunfts-,Elternsprache",""
"jmusp6","Lesekompetenz: deutsch",""
"jmusp7","Lesekompetenz: Herkunfts-,Elternsprache",""
"jnach","Bezahlte Nachhilfe",""
"jnatnr","Welche Staatsangehoerigkeit (Code)",""
"jnerw10","Aktiv nach Stelle gesucht (diesen Monat)","T0207010000000000"
"jpart","Gluecklichsein in welcher Lebensform?",""
"jpol1","Interesse fuer Politik","T0801010000000000"
"jpol2","Allgemeine Parteienpraeferenz","T0801020000000000"
"jpol3","Parteipraeferenz","T0801020000000000"
"jpol4","Parteipraeferenz-Intensitaet","T0801020000000000"
"jprsch","Privatschulbesuch",""
"jrisk","Persoenliche Risikobereitschaft","T0803050000000000"
"jsch","Schulbesuch",""
"jsch1a","Note Deutsch",""
"jsch1b","Note Mathe",""
"jsch1c","Note 1. Fremdspr.",""
"jsch2a","Punkte Deutsch",""
"jsch2c","Punkte 1. Fremdspr.",""
"jsch3a","Niveau Deutsch",""
"jsch3b","Niveau Mathematik",""
"jsch3c","Niveau 1. Fremdsprache",""
"jsch4a","GK,LK Deutsch",""
"jsch4b","GK,LK Mathe",""
"jsch4c","GK, LK 1. Fremdspr.",""
"jschab1","Art Schulabschluss",""
"jschab4","Weiterer Schulabschluss",""
"jschab5","Art praef. Schulabschl.",""
"jschend","Jahr Schulende",""
"jschl","Ausland Schulbesuch",""
"e2stil1","Kind gestillt","T0501090000000000"
"e2stil1","Kind gestillt","T0501090000000000"
"e2stil1","Kind gestillt","T0501090000000000"
"jsp5","Wettkaempfe 1. Sportart",""
"jspar1","Geld sparen","T0305040000000000"
"jspar2","Sparen pro Monat","T0305040000000000"
"jspar3","Sparen unregelmaessig","T0305040000000000"
"jspcode","Wichtigste Sportart, Code",""
"jspr1","1. Fremdspr.",""
"jspr2","2. Fremdspr.",""
"jsta1","In Deutschland geboren","T1001010200000000"
"jsta2nr","Geburtsland Code","T1001010200000000"
"jsta3","Heute deutsche Staatsangehoerigkeit",""
"jsta4","Zweite Staatsangehoerigkeit",""
"jsta4nr","Zweite Staatsangehoerigkeit (Code)",""
"jsta5","Deutsche Staatsangehoerigkeit seit Geburt o. spaeter erworben",""
"jstr1","Streit mit Vater",""
"jstr2","Streit mit Mutter",""
"jstr3","Streit mit Bruder, Schwester",""
"jstr4","Streit mit fester Freundin, festem Freund",""
"jstr5","Streit mit bestem Freund, bester Freundin",""
"jtg1","Taschengeld, Zuschuss","T0405000000000000"
"jtg2","Taschengeld pro Woche","T0405000000000000"
"jtg3","Taschengeld pro Monat","T0405000000000000"
"jv01","Wo lebt der Vater",""
"jv02","Todesjahr - Vater","T0501010000000000"
"jv03a","Vater in Deutschland geboren",""
"jv03bnr","Geburtsland Vater","T1001010200000000"
"jv04","Vater deutscher Staatsbuerger",""
"jv05","Schulabschluss Vater",""
"jv06","Vater: berufl. Ausb., Studium abgeschl.",""
"jv08","Vater: Art Arbeiter",""
"jv09","Vater: Art Angestellter",""
"jv10","Vater: Art Beamter",""
"jv11","Vater: Art Selbstaendiger",""
"jv12","Vater: nicht erwerbstaetig",""
"jv13","Vater: Religion, Konfession",""
"jvm","Vater und Mutter leben im HH",""
"jwich1","Wichtigkeit Vater",""
"jwich2","Wichtigkeit Mutter",""
"jwich3","Wichtigkeit Bruder, Schwester",""
"jwich4","Wichtigkeit andere verwandte Person",""
"jwich5","Wichtigkeit feste Freundin, fester Freund",""
"jwich6","Wichtigkeit beste Freundin, bester Freund",""
"jwich7","Wichtigkeit Lehrer, Lehrerin",""
"jwich8","Wichtigkeit Clique",""
"jwich9","Wichtigkeit sonstige Person",""
"jwied1","Klasse wiederholt",""
"jwied2","Klassenstufe 1. Wdhg.",""
"jwied3","Klassenstufe 2. Wdhg.",""
"jwohn1","Wohnt im elterl. HH.?",""
"jwohn2","Hat eigenes Zimmer?",""
"jwohn3","Weiteres Zimmer ausser bei Eltern",""
"jzu01","Wie Leben verlaeuft haengt von einem selbst ab",""
"jzu02","Nicht das erreicht was eigentlich verdient",""
"jzu03","Was man erreicht ist Frage von Glueck, Schicksal",""
"jzu04","Andere bestimmen haeufig ueber mein Leben",""
"jzu05","Erfolg muss hart erarbeitet werden",""
"jzu06","Bei Schwierigkeiten Zweifel an einem selber",""
"jzu07","Soziale Umstaende bestimmen das Leben",""
"jzu08","Wichtiger als Anstrengung sind gegebene Faehigkt.",""
"jzu09","Wenig Kontrolle ueber Ereignisse im Leben",""
"jzu10","Einfluss auf soziale Verhaeltn. Durch soz., pol. Engagement",""
"jzu11","Heute Verzichten, morgen sich Leisten",""
"jzu12","Menschen vertrauen",""
"jzu14","Fremden misstrauen",""
"jzu15","Heute Spass, nicht an morgen denken",""
"jzug01","Zuzug nach Deutschland",""
"jzug02","Status bei Einwanderung in Deutschland",""
"jzug03","Status Aufenthaltserlaubnis",""
"jzuk01","Wahrscheinlichkeit in %: gewuenschter Ausbildungs-, Studienplatz",""
"jzuk02","Wahrscheinlichkeit in %: Abschluss Ausbildungs-, Studienplatz",""
"jzuk03","Wahrscheinlichkeit in %: Arbeitsplatz",""
"jzuk04","Wahrscheinlichkeit in %: beruflicher Erfolg",""
"jzuk05","Wahrscheinlichkeit in %: arbeitslos",""
"jzuk06","Wahrscheinlichkeit in %: Einschraenkung Familie",""
"jzuk07","Wahrscheinlichkeit in %: Selbstaendigkeit",""
"jzuk08","Wahrscheinlichkeit in %: Ausland arbeiten",""
"jzuk09","Wahrscheinlichkeit in %: Heirat",""
"jzuk10","Wahrscheinlichkeit in %: mit Partner",""
"jzuk11","Wahrscheinlichkeit in %: ein Kind",""
"jzuk12","Wahrscheinlichkeit in %: mehrere Kinder",""
"jzule1","Lebenszufriedenheit gegenwaertig","T0803010000000000"
"pnr","Auskunftsperson","T1101000000000000"
"hein9","Schulbetreuung ganztags","T0704010000000000"
"hein7","Mittagessen in der Schule","T0503030000000000"
"hein8","Schulgeld Betrag","T0305020000000000"
"hnac3","Nachhilfe ohne Kosten","T0610020100000000"
"hbet6","Betreuungskosten Betrag","T0610020100000000"
"hbet7","Betreuung kostenlos","T0610020100000000"
"hakt16","Ab 6. ausserh. Schule Besuch Jug.Zentrum","T0704010000000000"
"hakt17","Keine Aktivitaeten ab 6. J.","T0704010000000000"
"hkmo","Geburtsmonat","T0101000000000000"
"hein3","Schulart","T0704010000000000"
"hein4","Kind besucht keine Schule","T0704010000000000"
"hkl","Klassenstufe","T0704010000000000"
"hein81","Schulbesuch kostenlos","T0305020000000000"
"heins","Traeger der Schule","T0610020100000000"
"hnac1","Kind hat Nachhilfe erhalten","T0610020100000000"
"hnac2","Kosten fuer Nachhilfe im letzten halben Jahr","T0610020100000000"
"hei101","Nie Kinderbetreuungseinrichtung besucht","T0610020100000000"
"hei102","Erstmaliger Besuch einer Kinderbetreuungseinrichtung","T0610020100000000"
"hein1","Besucht keine Kinderbetreuungseinrichtung","T0704010000000000"
"hein1s","Kinderbetreuungseinrichtung Stunden","T0704010000000000"
"hei12","Mittagessen in der Betreuungseinrichtung","T0503030000000000"
"hei131","Betreuungseinrichtungskosten Betrag","T0610020100000000"
"hei132","Betreuungseinrichtungsbesuch kostenlos","T0610020100000000"
"heink","Traeger der Kinderbetreuungseinrichtung","T0610020100000000"
"hakt01","Unter 6. KiTurnen,Sport,Schwimmen","T0704010000000000"
"hakt02","Unter 6. fruehki.Musikerziehung","T0704010000000000"
"hakt03","Unter 6. Malen fuer Kinder","T0704010000000000"
"hakt04","Unter 6. Eltern-Kind Gruppe","T0704010000000000"
"hakt05","Keine Aktivitaeten unter 6. J.","T0704010000000000"
"hakt06","Ab 6. Schul-Sport AG","T0704010000000000"
"hakt07","Ab 6. Schul-Musik AG","T0704010000000000"
"hakt08","Ab 6. Schul-Kunst AG","T0704010000000000"
"hakt09","Ab 6. Schul-Theater AG","T0704010000000000"
"hakt10","Ab 6. Schul-Sonstige AG","T0704010000000000"
"hakt11","Ab 6. ausserh. Schule Sport","T0704010000000000"
"hakt12","Ab 6. ausserh. Schule Musik","T0704010000000000"
"hakt13","Ab 6. ausserh. Schule Kunst","T0704010000000000"
"hakt14","Ab 6. ausserh. Schule Fw,DRK","T0704010000000000"
"hakt15","Ab 6. ausserh. Schule Jugendgrp.","T0704010000000000"
"hakt18","Kosten Kinderaktivitaeten Hoehe","T0704010000000000"
"hakt19","Keine Kosten Kinderaktivitaeten","T0704010000000000"
"fid_","Unveraenderliche Personennummer (Vater)","T1101000000000000"
"lfam03","Familienbild Man sollte heiraten, wenn dauerhaft Partner","T0800000000000000"
"lfam08","Familienbild Ehe sollte nicht beendet werden","T0800000000000000"
"lfam09","Familienbild Heiraten, wenn Kind da ist","T0800000000000000"
"lfam10","Familienbild Maenner sollten staerker um finanz.Absicherung der Fam","T0800000000000000"
"lfam11","Familienbild Beide Partner Arbeit und Haushalt zu gleichen Teilen","T0800000000000000"
"lksex1","Geschlecht Kind 1","T0102000000000000"
"lksex10","Geschlecht Kind 10","T0102000000000000"
"lksex2","Geschlecht Kind 2","T0102000000000000"
"lksex4","Geschlecht Kind 4","T0102000000000000"
"lksex5","Geschlecht Kind 5","T0102000000000000"
"lksex6","Geschlecht Kind 6","T0102000000000000"
"lksex7","Geschlecht Kind 7","T0102000000000000"
"lksex8","Geschlecht Kind 8","T0102000000000000"
"lksex9","Geschlecht Kind 9","T0102000000000000"
"lkgeb1","Geburtsjahr Kind 1","T0101000000000000"
"lkgeb2","Geburtsjahr Kind 2","T0101000000000000"
"lkmo3","Geburtsmonat Kind 3","T0101000000000000"
"lkmo4","Geburtsmonat Kind 4","T0101000000000000"
"lkmo5","Geburtsmonat Kind 5","T0101000000000000"
"lkmo6","Geburtsmonat Kind 6","T0101000000000000"
"lkmo7","Geburtsmonat Kind 7","T0101000000000000"
"lkmo9","Geburtsmonat Kind 9","T0101000000000000"
"lleib1","Leibliches Kind 1","T0103000000000000"
"lleib10","Leibliches Kind 10","T0103000000000000"
"lleib3","Leibliches Kind 3","T0103000000000000"
"lleib5","Leibliches Kind 5","T0103000000000000"
"lleib6","Leibliches Kind 6","T0103000000000000"
"lleib7","Leibliches Kind 7","T0103000000000000"
"lhei1","Verheiratet bei Geburt Kind 1","T0406040200000000"
"lhei10","Verheiratet bei Geburt Kind 10","T0406040200000000"
"lhei2","Verheiratet bei Geburt Kind 2","T0406040200000000"
"lhei4","Verheiratet bei Geburt Kind 4","T0406040200000000"
"lhei6","Verheiratet bei Geburt Kind 6","T0406040200000000"
"lhei8","Verheiratet bei Geburt Kind 8","T0406040200000000"
"lleb2","Zusammengelebt bei Geburt Kind 2","T0406040100000000"
"lleb4","Zusammengelebt bei Geburt Kind 4","T0406040100000000"
"lleb6","Zusammengelebt bei Geburt Kind 6","T0406040100000000"
"lkib","Wunsch weitere Kinder Anzahl","T0406000000000000"
"lgesch2","Anzahl Brueder","T0402000000000000"
"lgesch3","Anzahl Schwestern","T0402000000000000"
"lgesch4","Zwillingsschwester, -bruder","T0402000000000000"
"lgeka","Geschwister: Gesamt k.A.","T0402000000000000"
"lkh03","Anz. Jahre leben b. leibl. Eltern","T0402000000000000"
"lkh04","Anz. Jahre leben b. alleinst. Mutter","T0402000000000000"
"lkmo2","Geburtsmonat Kind 2","T0101000000000000"
"lgeb","Geburtsjahr","T0101000000000000"
"lgebmo","Geburtsmonat","T0101000000000000"
"lsex","Geschlecht","T0102000000000000"
"psta3nr","Alte Staatsangehoerigkeit","T1001010200000000"
"lab30","Ausbildung abgebrochen","T0700000000000000"
"lab31","Angestr.Abschluss Lehre","T0700000000000000"
"lab32","Angestr.Abschluss Berufsfach-,Handelsschule,Gesundheitswesen","T0700000000000000"
"lab33","Angestr.Abschluss Fachschule, Meister-,Technikerabschluss","T0700000000000000"
"lab34","Angestr.Abschluss Beamtenausbildung","T0700000000000000"
"lab35","Angestr.Abschluss Fachhochschule, Berufsakademie","T0700000000000000"
"lab36","Angestr.Abschluss Universitaets-,Hochschulabschluss","T0700000000000000"
"lab37","Angestr.Abschluss Promotion","T0700000000000000"
"lab38","Angestr.Abschluss Sonstiger Abschluss","T0700000000000000"
"lab38ka","Angestr.Abschluss k.A.","T0700000000000000"
"lwohnj","Jahr Einzug Wohnung","T0604020000000000"
"pp1a","Derzeit feste Partnerschaft","T0406040100000000"
"pp2a","Wohnt Partner,-in im Haushalt","T0406040100000000"
"ppleb1a","Wann mit Partner,-in zusammen gezogen","T0406040100000000"
"ppnr","Lfd. PNR d. Partners","T0406040100000000"
"ppleba","Frueher mit aktuellem Partner zusammengelebt","T0406040100000000"
"pplebja","Gemeinsame Wohnung mit aktuellem Partner aufgegeben (Jahr)","T0406040100000000"
"pwort","Letztes Wort finanzielle Entscheidung","T0301010300000000"
"ppend1b","Ende der Beziehung Jahr Ex 1","T0402020400000000"
"ppend2b","Ende der Beziehung Grund Ex 1","T0402020400000000"
"ppend2c","Ende der Beziehung Grund Ex 2","T0402020400000000"
"ppend2d","Ende der Beziehung Grund Ex 3","T0402020400000000"
"ppleb1b","Mit Partner zusammen gewohnt Ex 1","T0402020200000000"
"ppleb1c","Mit Partner zusammen gewohnt Ex 2","T0402020200000000"
"ppleb1d","Mit Partner zusammen gewohnt Ex 3","T0402020200000000"
"ppleb2b","Wann zusammen gezogen Jahr Ex 1","T0402020200000000"
"ppleb2c","Wann zusammen gezogen Jahr Ex 2","T0402020200000000"
"ppleb2d","Wann zusammen gezogen Jahr Ex 3","T0402020200000000"
"ppleb3b","Wann auseinandergezogen Jahr Ex 1","T0402021100000000"
"ppleb3c","Wann auseinandergezogen Jahr Ex 2","T0402021100000000"
"ppleb4b","Nicht auseinander gezogen Ex 1","T0402021100000000"
"ppleb4c","Nicht auseinander gezogen Ex 2","T0402021100000000"
"ppleb4d","Nicht auseinander gezogen Ex 3","T0402021100000000"
"pehe1b","Verheiratet Ex 1","T0402020100000000"
"pehe1c","Verheiratet Ex 2","T0402020100000000"
"pehe1d","Verheiratet Ex 3","T0402020100000000"
"pehe2b","Eheschliessung Jahr Ex 1","T0402020100000000"
"pehe2c","Eheschliessung Jahr Ex 2","T0402020100000000"
"pehe2d","Eheschliessung Jahr Ex 3","T0402020100000000"
"pehe3b","Scheidung Ex 1","T0402020300000000"
"pehe3c","Scheidung Ex 2","T0402020300000000"
"pehe3d","Scheidung Ex 3","T0402020300000000"
"pehe4b","Scheidung Jahr Ex 1","T0402020300000000"
"pehe4c","Scheidung Jahr Ex 2","T0402020300000000"
"pehe4d","Scheidung Jahr Ex 3","T0402020300000000"
"lfam01","Familienbild Kind <6 Jahren leidet, wenn seine Mutter arbeitet","T0800000000000000"
"lfam02","Familienbild Eltern,Kinder sollten sich gegenseitig unterstuetzen","T0800000000000000"
"lfam04","Familienbild Frauen sollen sich eher um Familie als Karriere kuemmern","T0800000000000000"
"lfam05","Familienbild Kind <3 leidet, wenn Mutter arbeitet","T0800000000000000"
"lfam06","Familienbild Maennerbeteiligung am Haushalt","T0800000000000000"
"lfam07","Familienbild Kinder leiden unter Arbeitskonzentration des Vaters","T0800000000000000"
"lkgeb4","Geburtsjahr Kind 4","T0101000000000000"
"lkgeb5","Geburtsjahr Kind 5","T0101000000000000"
"lkgeb6","Geburtsjahr Kind 6","T0101000000000000"
"lkmo10","Geburtsmonat Kind 10","T0101000000000000"
"lkmo8","Geburtsmonat Kind 8","T0101000000000000"
"lleb1","Zusammengelebt bei Geburt Kind 1","T0406040100000000"
"lkwo9","Wohnort Kind 9","T0104000000000000"
"lkia","Ideale Kinderzahl","T0406000000000000"
"lkic","Weiterer Kinderwunsch","T0406000000000000"
"lki08","Keine weiteren Kinder wg. Zu alt/Partner zu alt","T0406000000000000"
"lki09","Keine weiteren Kinder wg. Partner dagegen","T0406000000000000"
"lki11","Keine weiteren Kinder wg. Kind wuerde ueberfordern","T0406000000000000"
"lkh01","Ort der Kindheit","T0606020000000000"
"lkh02","Ortswechsel seit Kindheit","T0605010000000000"
"lgesch1","Geschwister ja/nein","T0402000000000000"
"lkh05","Anz. Jahre leben b. Mutter mit Partner","T0402000000000000"
"lkh06","Anz. Jahre leben b. alleinst. Vater","T0402000000000000"
"lkh07","Anz. Jahre leben b. Vater mit Partnerin","T0402000000000000"
"lkh08","Anz. Jahre leben b. andern Verwandten","T0402000000000000"
"lkh09","Anz. Jahre leben b. Pflegeeltern","T0402000000000000"
"lv02","Todesjahr Vater","T0501010000000000"
"lv03","Geburtsjahr Vater","T0101000000000000"
"lm03","Geburtsjahr Mutter","T0101000000000000"
"lv03a","Vater in Deutschland geboren","T1001010000000000"
"lv03bnr","Code Geburtsland Vater","T1001010000000000"
"lm03a","Mutter in Deutschland geboren","T1001010000000000"
"lv04","Vater deutscher Staatsbuerger","T1001010000000000"
"lkal5","Jahre  teilzeitbesch., geringf. erw.taetig","T0201040000000000"
"lkal6","Jahre  arbeitslos","T0201040000000000"
"lkal10","Jahre  Erziehungsurlaub / Elternzeit","T0201040000000000"
"lkal7","Jahre  Hausfrau, -mann","T0201040000000000"
"lkal8","Jahre  Ruhestand","T0201040000000000"
"lkal9","Jahre  sonstiges","T0201040000000000"
"lerzmo","Monate  Erziehungsurlaub / Elternzeit","T0201040000000000"
"l1erw","Alter bei Berufsbeginn","T0201010000000000"
"l1sst2","Freier Beruf, selbst. Akademiker","T0203030100000000"
"l1sst3","Sonst. Selbstaendige","T0203030100000000"
"l1amt","Art Beamte","T0203030100000000"
"l1ka","Gesamt k.A. 1. Stelle","T0203030100000000"
"lerw","Derzeit erwerbstaetig","T0202010000000000"
"lend","Jahr letzte Erwerbstaetigkeit","T0201020000000000"
"lstd","Erwerbsstatus","T0204010100000000"
"loed","Letzte Taetigkeit: oeffentlicher Dienst","T0203020300000000"
"lsst3","Zuletzt sonst. Selbstaendige","T0203030100000000"
"lsst4","Zuletzt mithelfende Familienangehoerige","T0203030100000000"
"lazubi","Zuletzt Azubi, Praktikant","T0203030100000000"
"lang","Zuletzt Art Angestellte","T0203030100000000"
"lamt","Zuletzt Art Beamte","T0203030100000000"
"lberka","Gesamt k.A. ber. Stell","T0203030100000000"
"pnr","Lfd. Personennummer","T1101000000000000"
